product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag,product_description_clean
PRD0201,Candle Quest 300,Laptop,Candle,2237.43,1670.91,2015,24,1.367,SKU-CAN00201,Ultrabook,Bloom,Silver,SUP016,Japan,2015-02-10,GST_STANDARD,Box,True,True,"ultrabook designed for portable document work and video meetings, in the bloom family and supplied by candle with a 24-month warranty."
PRD0202,Vela Wave 301,Smartphone,Vela,1282.0,825.47,2015,24,0.295,SKU-VEL00202,5G Smartphone,Core,Red,SUP017,Japan,2015-02-10,GST_STANDARD,Box,True,True,"5g smartphone designed for daily communication and navigation, in the core family and supplied by vela with a 24-month warranty."
PRD0203,Candle Edge 302,Tablet,Candle,1327.73,929.41,2016,24,0.507,SKU-CAN00203,Productivity Tablet,Edge,Black,SUP018,Vietnam,2016-07-25,GST_STANDARD,Protective case,True,False,"productivity tablet designed for reading, annotation and handwritten notes, in the edge family and supplied by candle with a 24-month warranty."
PRD0204,Vela Nova 303,Home Entertainment,Vela,2130.68,1157.94,2016,24,6.671,SKU-VEL00204,Smart Display,Echo,White,SUP019,Australia,2016-09-25,GST_STANDARD,Protective case,False,True,"smart display designed for shared film and television viewing, in the echo family and supplied by vela with a 24-month warranty."
PRD0205,Candle Shift 304,Audio,Candle,864.54,557.04,2016,12,0.392,SKU-CAN00205,Wireless Audio,Flux,Green,SUP020,China,2016-04-10,GST_STANDARD,Protective case,False,True,"wireless audio designed for commuting and spoken-content listening, in the flux family and supplied by candle with a 12-month warranty."
PRD0206,Vela Atlas 305,Smart Home,Vela,633.94,350.86,2017,12,0.482,SKU-VEL00206,Home Automation,Halo,Blue,SUP021,Malaysia,2017-02-23,GST_STANDARD,Box,True,False,"home automation designed for app-controlled room lighting, in the halo family and supplied by vela with a 12-month warranty."
PRD0207,Candle Flux 306,Gaming,Candle,2221.73,1251.68,2012,24,1.571,SKU-CAN00207,Gaming Hardware,Lumen,Silver,SUP022,Vietnam,2012-03-25,GST_STANDARD,Protective case,True,True,"gaming hardware designed for long desktop gaming sessions, in the lumen family and supplied by candle with a 24-month warranty."
PRD0208,Vela Pulse 307,Wearable,Vela,425.89,227.8,2013,12,0.159,SKU-VEL00208,Health Wearable,Nova,Blue,SUP023,China,2013-10-19,GST_STANDARD,Box,False,True,"health wearable designed for daily activity and sleep tracking, in the nova family and supplied by vela with a 12-month warranty."
PRD0209,Candle Vista 308,Networking,Candle,767.93,470.98,2017,24,0.763,SKU-CAN00209,Connected Network,Orbit,Silver,SUP024,Malaysia,2017-03-25,GST_STANDARD,Recycled box,False,True,"connected network designed for home-office wireless coverage, in the orbit family and supplied by candle with a 24-month warranty."
PRD0210,Vela Core 309,Accessory,Vela,389.28,242.51,2012,12,0.182,SKU-VEL00210,Mobile Accessory,Pulse,Graphite,SUP025,Vietnam,2012-05-19,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the pulse family and supplied by vela with a 12-month warranty."
PRD0211,Candle Lumen 310,Laptop,Candle,2355.83,1635.23,2012,24,1.34,SKU-CAN00211,Ultrabook,Quest,Blue,SUP026,Vietnam,2012-02-22,GST_STANDARD,Box,True,True,"ultrabook designed for study, research and note taking, in the quest family and supplied by candle with a 24-month warranty."
PRD0212,Vela Ridge 311,Smartphone,Vela,369.65,278.95,2013,24,0.233,SKU-VEL00212,5G Smartphone,Ridge,Red,SUP027,Vietnam,2013-06-10,GST_STANDARD,Box,True,True,"5g smartphone designed for mobile photography and messaging, in the ridge family and supplied by vela with a 24-month warranty."
PRD0213,Candle Arc 312,Tablet,Candle,1091.55,663.69,2014,24,0.777,SKU-CAN00213,Productivity Tablet,Shift,Silver,SUP028,Korea,2014-09-23,GST_STANDARD,Protective case,True,True,"productivity tablet designed for portable media and video calls, in the shift family and supplied by candle with a 24-month warranty."
PRD0214,Vela Echo 313,Home Entertainment,Vela,2467.77,1730.83,2014,24,7.455,SKU-VEL00214,Smart Display,Spark,Green,SUP029,Malaysia,2014-10-26,GST_STANDARD,Box,True,True,"smart display designed for music and spoken-content playback, in the spark family and supplied by vela with a 24-month warranty."
PRD0215,Candle Orbit 314,Audio,Candle,273.66,154.54,2013,12,0.519,SKU-CAN00215,Wireless Audio,Vista,Graphite,SUP030,Japan,2013-10-21,GST_STANDARD,Box,False,True,"wireless audio designed for music during focused desk work, in the vista family and supplied by candle with a 12-month warranty."
PRD0216,Vela Spark 315,Smart Home,Vela,503.39,292.18,2017,12,0.406,SKU-VEL00216,Home Automation,Wave,Silver,SUP031,Japan,2017-09-23,GST_STANDARD,Recycled box,False,True,"home automation designed for scheduled control of a household power outlet, in the wave family and supplied by vela with a 12-month warranty."
PRD0217,Candle Bloom 316,Gaming,Candle,648.29,314.04,2013,24,1.523,SKU-CAN00217,Gaming Hardware,Arc,Green,SUP032,China,2013-10-02,GST_STANDARD,Box,True,False,"gaming hardware designed for casual games in a shared room, in the arc family and supplied by candle with a 24-month warranty."
PRD0218,Vela Halo 317,Wearable,Vela,637.83,420.35,2016,12,0.113,SKU-VEL00218,Health Wearable,Atlas,Graphite,SUP033,Japan,2016-11-20,GST_STANDARD,Protective case,False,True,"health wearable designed for walking and commute notifications, in the atlas family and supplied by vela with a 12-month warranty."
PRD0219,Candle Quest 318,Networking,Candle,227.25,136.57,2015,24,0.587,SKU-CAN00219,Connected Network,Bloom,Red,SUP034,Australia,2015-12-19,GST_STANDARD,Protective case,True,True,"connected network designed for connecting several shared household devices, in the bloom family and supplied by candle with a 24-month warranty."
PRD0220,Vela Wave 319,Accessory,Vela,144.35,103.56,2016,12,0.208,SKU-VEL00220,Mobile Accessory,Core,Silver,SUP035,Australia,2016-12-06,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for protective storage during travel, in the core family and supplied by vela with a 12-month warranty."
PRD0221,Candle Edge 320,Laptop,Candle,1071.11,554.39,2013,24,1.312,SKU-CAN00221,Ultrabook,Edge,Silver,SUP036,Malaysia,2013-05-04,GST_STANDARD,Box,False,True,"ultrabook designed for creative projects and media editing, in the edge family and supplied by candle with a 24-month warranty."
PRD0222,Vela Nova 321,Smartphone,Vela,1210.33,695.45,2017,24,0.166,SKU-VEL00222,5G Smartphone,Echo,Graphite,SUP037,Korea,2017-08-10,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for work calls and calendar management, in the echo family and supplied by vela with a 24-month warranty."
PRD0223,Candle Shift 322,Tablet,Candle,1235.21,801.08,2013,24,0.818,SKU-CAN00223,Productivity Tablet,Flux,Black,SUP001,Vietnam,2013-11-07,GST_STANDARD,Box,True,True,"productivity tablet designed for field forms and client presentations, in the flux family and supplied by candle with a 24-month warranty."
PRD0224,Vela Atlas 323,Home Entertainment,Vela,3534.57,2376.98,2015,24,8.281,SKU-VEL00224,Smart Display,Halo,Green,SUP002,Japan,2015-02-07,GST_STANDARD,Protective case,True,True,"smart display designed for family media streaming, in the halo family and supplied by vela with a 24-month warranty."
PRD0225,Candle Flux 324,Audio,Candle,1060.36,798.15,2016,12,0.444,SKU-CAN00225,Wireless Audio,Lumen,Red,SUP003,Malaysia,2016-08-08,GST_STANDARD,Protective case,False,True,"wireless audio designed for video calls and online classes, in the lumen family and supplied by candle with a 12-month warranty."
PRD0226,Vela Pulse 325,Smart Home,Vela,497.16,265.81,2015,12,0.314,SKU-VEL00226,Home Automation,Nova,Graphite,SUP004,Vietnam,2015-03-27,GST_STANDARD,Recycled box,True,True,"home automation designed for indoor temperature and humidity monitoring, in the nova family and supplied by vela with a 12-month warranty."
PRD0227,Candle Vista 326,Gaming,Candle,1769.34,1279.01,2017,24,1.286,SKU-CAN00227,Gaming Hardware,Orbit,White,SUP005,Vietnam,2017-05-22,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for competitive play and voice communication, in the orbit family and supplied by candle with a 24-month warranty."
PRD0228,Vela Core 327,Wearable,Vela,121.94,62.03,2015,12,0.138,SKU-VEL00228,Health Wearable,Pulse,Black,SUP006,Korea,2015-07-17,GST_STANDARD,Protective case,False,True,"health wearable designed for exercise session summaries, in the pulse family and supplied by vela with a 12-month warranty."
PRD0229,Candle Lumen 328,Networking,Candle,963.55,563.85,2013,24,0.636,SKU-CAN00229,Connected Network,Quest,Black,SUP007,Vietnam,2013-06-10,GST_STANDARD,Box,True,True,"connected network designed for video meetings and media streaming, in the quest family and supplied by candle with a 24-month warranty."
PRD0230,Vela Ridge 329,Accessory,Vela,290.53,179.25,2017,12,0.229,SKU-VEL00230,Mobile Accessory,Ridge,Blue,SUP008,Japan,2017-10-23,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for charging-cable organisation, in the ridge family and supplied by vela with a 12-month warranty."
PRD0231,Candle Arc 330,Laptop,Candle,1674.19,814.33,2012,24,1.685,SKU-CAN00231,Ultrabook,Shift,Green,SUP009,Korea,2012-11-04,GST_STANDARD,Protective case,True,True,"ultrabook designed for shared home-office administration, in the shift family and supplied by candle with a 24-month warranty."
PRD0232,Vela Echo 331,Smartphone,Vela,1634.96,1136.74,2015,24,0.25,SKU-VEL00232,5G Smartphone,Spark,Silver,SUP010,China,2015-09-11,GST_STANDARD,Box,False,True,"5g smartphone designed for travel planning and media use, in the spark family and supplied by vela with a 24-month warranty."
PRD0233,Candle Orbit 332,Tablet,Candle,804.27,468.38,2013,24,0.761,SKU-CAN00233,Productivity Tablet,Vista,Black,SUP011,Japan,2013-02-15,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for family learning and shared browsing, in the vista family and supplied by candle with a 24-month warranty."
PRD0234,Vela Spark 333,Home Entertainment,Vela,1058.58,566.51,2017,24,6.63,SKU-VEL00234,Smart Display,Wave,Graphite,SUP012,China,2017-01-17,GST_STANDARD,Recycled box,True,True,"smart display designed for casual living-room gaming, in the wave family and supplied by vela with a 24-month warranty."
PRD0235,Candle Bloom 334,Audio,Candle,452.44,279.07,2017,12,0.371,SKU-CAN00235,Wireless Audio,Arc,Blue,SUP013,Japan,2017-09-27,GST_STANDARD,Recycled box,True,True,"wireless audio designed for shared-room music playback, in the arc family and supplied by candle with a 12-month warranty."
PRD0236,Vela Halo 335,Smart Home,Vela,131.33,64.07,2014,12,0.457,SKU-VEL00236,Home Automation,Atlas,Graphite,SUP014,Australia,2014-05-17,GST_STANDARD,Protective case,True,True,"home automation designed for door and window activity alerts, in the atlas family and supplied by vela with a 12-month warranty."
PRD0237,Candle Quest 336,Gaming,Candle,2383.14,1460.17,2016,24,1.096,SKU-CAN00237,Gaming Hardware,Bloom,Graphite,SUP015,Vietnam,2016-11-22,GST_STANDARD,Box,True,True,"gaming hardware designed for portable gaming and travel, in the bloom family and supplied by candle with a 24-month warranty."
PRD0238,Vela Wave 337,Wearable,Vela,814.82,515.81,2015,12,0.095,SKU-VEL00238,Health Wearable,Core,Red,SUP016,Malaysia,2015-12-23,GST_STANDARD,Protective case,True,True,"health wearable designed for calendar alerts and quick message checks, in the core family and supplied by vela with a 12-month warranty."
PRD0239,Candle Edge 338,Networking,Candle,761.02,557.13,2016,24,0.906,SKU-CAN00239,Connected Network,Edge,Black,SUP017,Japan,2016-04-09,GST_STANDARD,Box,True,True,"connected network designed for guest-network and device management, in the edge family and supplied by candle with a 24-month warranty."
PRD0240,Vela Nova 339,Accessory,Vela,417.49,302.32,2013,12,0.154,SKU-VEL00240,Mobile Accessory,Echo,Silver,SUP018,China,2013-12-21,GST_STANDARD,Protective case,True,True,"mobile accessory designed for connecting several devices through one compact adapter, in the echo family and supplied by vela with a 12-month warranty."
PRD0241,Candle Shift 340,Laptop,Candle,2265.52,1425.95,2012,24,1.584,SKU-CAN00241,Ultrabook,Flux,Silver,SUP019,China,2012-08-20,GST_STANDARD,Box,True,True,"ultrabook designed for travel-based work and presentations, in the flux family and supplied by candle with a 24-month warranty."
PRD0242,Vela Atlas 341,Smartphone,Vela,390.52,235.88,2012,24,0.284,SKU-VEL00242,5G Smartphone,Halo,Red,SUP020,Japan,2012-01-23,GST_STANDARD,Recycled box,False,True,"5g smartphone designed for family communication and casual apps, in the halo family and supplied by vela with a 24-month warranty."
PRD0243,Candle Flux 342,Tablet,Candle,1176.42,751.16,2017,24,0.45,SKU-CAN00243,Productivity Tablet,Lumen,Red,SUP021,Japan,2017-07-07,GST_STANDARD,Box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the lumen family and supplied by candle with a 24-month warranty."
PRD0244,Vela Pulse 343,Home Entertainment,Vela,847.84,427.98,2017,24,6.456,SKU-VEL00244,Smart Display,Nova,Red,SUP022,Japan,2017-12-21,GST_STANDARD,Recycled box,True,True,"smart display designed for presentations and photo viewing, in the nova family and supplied by vela with a 24-month warranty."
PRD0245,Candle Vista 344,Audio,Candle,616.59,298.19,2016,12,0.405,SKU-CAN00245,Wireless Audio,Orbit,Graphite,SUP023,Vietnam,2016-01-02,GST_STANDARD,Box,True,True,"wireless audio designed for long listening sessions at home, in the orbit family and supplied by candle with a 12-month warranty."
PRD0246,Vela Core 345,Smart Home,Vela,674.8,374.08,2012,12,0.372,SKU-VEL00246,Home Automation,Pulse,White,SUP024,Malaysia,2012-10-13,GST_STANDARD,Protective case,True,True,"home automation designed for automated blind and curtain routines, in the pulse family and supplied by vela with a 12-month warranty."
PRD0247,Candle Lumen 346,Gaming,Candle,694.04,377.92,2015,24,1.503,SKU-CAN00247,Gaming Hardware,Quest,Graphite,SUP025,Australia,2015-05-16,GST_STANDARD,Box,True,True,"gaming hardware designed for game streaming and media capture, in the quest family and supplied by candle with a 24-month warranty."
PRD0248,Vela Ridge 347,Wearable,Vela,451.1,293.91,2012,12,0.089,SKU-VEL00248,Health Wearable,Ridge,Graphite,SUP026,Japan,2012-11-05,GST_STANDARD,Recycled box,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the ridge family and supplied by vela with a 12-month warranty."
PRD0249,Candle Arc 348,Networking,Candle,1193.82,703.77,2013,24,0.894,SKU-CAN00249,Connected Network,Shift,Graphite,SUP027,Malaysia,2013-12-05,GST_STANDARD,Recycled box,True,True,"connected network designed for extending coverage between rooms, in the shift family and supplied by candle with a 24-month warranty."
PRD0250,Vela Echo 349,Accessory,Vela,79.79,45.85,2013,12,0.228,SKU-VEL00250,Mobile Accessory,Spark,Green,SUP028,Korea,2013-11-08,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the spark family and supplied by vela with a 12-month warranty."
PRD0251,Candle Orbit 350,Laptop,Candle,2656.31,1769.69,2014,24,1.313,SKU-CAN00251,Ultrabook,Vista,White,SUP029,Malaysia,2014-06-17,GST_STANDARD,Protective case,True,True,"ultrabook designed for portable document work and video meetings, in the vista family and supplied by candle with a 24-month warranty."
PRD0252,Vela Spark 351,Smartphone,Vela,457.51,346.35,2016,24,0.227,SKU-VEL00252,5G Smartphone,Wave,Blue,SUP030,China,2016-01-07,GST_STANDARD,Protective case,True,True,"5g smartphone designed for daily communication and navigation, in the wave family and supplied by vela with a 24-month warranty."
PRD0253,Candle Bloom 352,Tablet,Candle,1494.32,972.7,2016,24,0.578,SKU-CAN00253,Productivity Tablet,Arc,Red,SUP031,Vietnam,2016-07-23,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for reading, annotation and handwritten notes, in the arc family and supplied by candle with a 24-month warranty."
PRD0254,Vela Halo 353,Home Entertainment,Vela,952.39,639.47,2015,24,6.084,SKU-VEL00254,Smart Display,Atlas,Graphite,SUP032,Korea,2015-08-03,GST_STANDARD,Recycled box,True,True,"smart display designed for shared film and television viewing, in the atlas family and supplied by vela with a 24-month warranty."
PRD0255,Candle Quest 354,Audio,Candle,718.45,508.62,2016,12,0.346,SKU-CAN00255,Wireless Audio,Bloom,Gold,SUP033,Australia,2016-12-18,GST_STANDARD,Box,True,True,"wireless audio designed for commuting and spoken-content listening, in the bloom family and supplied by candle with a 12-month warranty."
PRD0256,Vela Wave 355,Smart Home,Vela,297.13,176.78,2015,12,0.299,SKU-VEL00256,Home Automation,Core,Red,SUP034,Korea,2015-11-22,GST_STANDARD,Box,True,True,"home automation designed for app-controlled room lighting, in the core family and supplied by vela with a 12-month warranty."
PRD0257,Candle Edge 356,Gaming,Candle,1869.6,1168.07,2016,24,1.492,SKU-CAN00257,Gaming Hardware,Edge,Red,SUP035,Vietnam,2016-12-07,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for long desktop gaming sessions, in the edge family and supplied by candle with a 24-month warranty."
PRD0258,Vela Nova 357,Wearable,Vela,649.82,312.94,2012,12,0.149,SKU-VEL00258,Health Wearable,Echo,Silver,SUP036,Korea,2012-08-24,GST_STANDARD,Protective case,True,True,"health wearable designed for daily activity and sleep tracking, in the echo family and supplied by vela with a 12-month warranty."
PRD0259,Candle Shift 358,Networking,Candle,1140.48,596.82,2012,24,0.92,SKU-CAN00259,Connected Network,Flux,Gold,SUP037,Vietnam,2012-05-16,GST_STANDARD,Box,True,True,"connected network designed for home-office wireless coverage, in the flux family and supplied by candle with a 24-month warranty."
PRD0260,Vela Atlas 359,Accessory,Vela,386.46,245.08,2014,12,0.165,SKU-VEL00260,Mobile Accessory,Halo,Graphite,SUP001,China,2014-12-19,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the halo family and supplied by vela with a 12-month warranty."
PRD0261,Candle Flux 360,Laptop,Candle,1185.43,755.18,2017,24,1.186,SKU-CAN00261,Ultrabook,Lumen,Silver,SUP002,China,2017-12-07,GST_STANDARD,Box,False,True,"ultrabook designed for study, research and note taking, in the lumen family and supplied by candle with a 24-month warranty."
PRD0262,Vela Pulse 361,Smartphone,Vela,973.33,530.48,2014,24,0.213,SKU-VEL00262,5G Smartphone,Nova,White,SUP003,Australia,2014-07-21,GST_STANDARD,Box,False,True,"5g smartphone designed for mobile photography and messaging, in the nova family and supplied by vela with a 24-month warranty."
PRD0263,Candle Vista 362,Tablet,Candle,590.67,429.89,2012,24,0.739,SKU-CAN00263,Productivity Tablet,Orbit,Black,SUP004,Australia,2012-03-20,GST_STANDARD,Box,False,True,"productivity tablet designed for portable media and video calls, in the orbit family and supplied by candle with a 24-month warranty."
PRD0264,Vela Core 363,Home Entertainment,Vela,2735.39,1639.4,2015,24,7.923,SKU-VEL00264,Smart Display,Pulse,Blue,SUP005,Korea,2015-01-27,GST_STANDARD,Protective case,True,True,"smart display designed for music and spoken-content playback, in the pulse family and supplied by vela with a 24-month warranty."
PRD0265,Candle Lumen 364,Audio,Candle,94.03,62.74,2015,12,0.375,SKU-CAN00265,Wireless Audio,Quest,Red,SUP006,Japan,2015-08-01,GST_STANDARD,Protective case,False,True,"wireless audio designed for music during focused desk work, in the quest family and supplied by candle with a 12-month warranty."
PRD0266,Vela Ridge 365,Smart Home,Vela,667.96,500.36,2016,12,0.333,SKU-VEL00266,Home Automation,Ridge,Silver,SUP007,China,2016-08-27,GST_STANDARD,Box,False,True,"home automation designed for scheduled control of a household power outlet, in the ridge family and supplied by vela with a 12-month warranty."
PRD0267,Candle Arc 366,Gaming,Candle,657.53,483.04,2016,24,1.438,SKU-CAN00267,Gaming Hardware,Shift,Graphite,SUP008,Japan,2016-12-06,GST_STANDARD,Protective case,True,True,"gaming hardware designed for casual games in a shared room, in the shift family and supplied by candle with a 24-month warranty."
PRD0268,Vela Echo 367,Wearable,Vela,395.01,254.55,2015,12,0.156,SKU-VEL00268,Health Wearable,Spark,Red,SUP009,Australia,2015-08-16,GST_STANDARD,Box,False,True,"health wearable designed for walking and commute notifications, in the spark family and supplied by vela with a 12-month warranty."
PRD0269,Candle Orbit 368,Networking,Candle,236.51,118.59,2012,24,0.865,SKU-CAN00269,Connected Network,Vista,Graphite,SUP010,Australia,2012-03-16,GST_STANDARD,Box,True,True,"connected network designed for connecting several shared household devices, in the vista family and supplied by candle with a 24-month warranty."
PRD0270,Vela Spark 369,Accessory,Vela,381.87,286.21,2015,12,0.209,SKU-VEL00270,Mobile Accessory,Wave,Red,SUP011,Vietnam,2015-09-19,GST_STANDARD,Box,True,True,"mobile accessory designed for protective storage during travel, in the wave family and supplied by vela with a 12-month warranty."
PRD0271,Candle Bloom 370,Laptop,Candle,2076.99,1418.45,2012,24,1.586,SKU-CAN00271,Ultrabook,Arc,Graphite,SUP012,Australia,2012-03-26,GST_STANDARD,Box,True,True,"ultrabook designed for creative projects and media editing, in the arc family and supplied by candle with a 24-month warranty."
PRD0272,Vela Halo 371,Smartphone,Vela,830.69,626.2,2015,24,0.184,SKU-VEL00272,5G Smartphone,Atlas,Red,SUP013,Korea,2015-06-26,GST_STANDARD,Box,True,True,"5g smartphone designed for work calls and calendar management, in the atlas family and supplied by vela with a 24-month warranty."
PRD0273,Candle Quest 372,Tablet,Candle,697.23,509.95,2013,24,0.806,SKU-CAN00273,Productivity Tablet,Bloom,Green,SUP014,Japan,2013-08-01,GST_STANDARD,Protective case,False,True,"productivity tablet designed for field forms and client presentations, in the bloom family and supplied by candle with a 24-month warranty."
PRD0274,Vela Wave 373,Home Entertainment,Vela,2425.87,1621.95,2016,24,9.929,SKU-VEL00274,Smart Display,Core,Graphite,SUP015,Japan,2016-09-02,GST_STANDARD,Box,True,True,"smart display designed for family media streaming, in the core family and supplied by vela with a 24-month warranty."
PRD0275,Candle Edge 374,Audio,Candle,928.24,543.73,2014,12,0.469,SKU-CAN00275,Wireless Audio,Edge,Red,SUP016,Malaysia,2014-11-27,GST_STANDARD,Box,True,True,"wireless audio designed for video calls and online classes, in the edge family and supplied by candle with a 12-month warranty."
PRD0276,Vela Nova 375,Smart Home,Vela,443.22,256.97,2015,12,0.302,SKU-VEL00276,Home Automation,Echo,Red,SUP017,Vietnam,2015-08-23,GST_STANDARD,Recycled box,False,True,"home automation designed for indoor temperature and humidity monitoring, in the echo family and supplied by vela with a 12-month warranty."
PRD0277,Candle Shift 376,Gaming,Candle,1740.27,1194.33,2015,24,1.062,SKU-CAN00277,Gaming Hardware,Flux,Graphite,SUP018,China,2015-10-23,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for competitive play and voice communication, in the flux family and supplied by candle with a 24-month warranty."
PRD0278,Vela Atlas 377,Wearable,Vela,623.42,327.53,2013,12,0.145,SKU-VEL00278,Health Wearable,Halo,Green,SUP019,Malaysia,2013-02-07,GST_STANDARD,Box,True,True,"health wearable designed for exercise session summaries, in the halo family and supplied by vela with a 12-month warranty."
PRD0279,Candle Flux 378,Networking,Candle,165.58,97.51,2015,24,0.841,SKU-CAN00279,Connected Network,Lumen,Green,SUP020,China,2015-06-09,GST_STANDARD,Recycled box,False,True,"connected network designed for video meetings and media streaming, in the lumen family and supplied by candle with a 24-month warranty."
PRD0280,Vela Pulse 379,Accessory,Vela,149.57,110.62,2013,12,0.185,SKU-VEL00280,Mobile Accessory,Nova,Red,SUP021,Malaysia,2013-01-17,GST_STANDARD,Protective case,True,True,"mobile accessory designed for charging-cable organisation, in the nova family and supplied by vela with a 12-month warranty."
PRD0281,Candle Vista 380,Laptop,Candle,1296.1,774.68,2012,24,1.691,SKU-CAN00281,Ultrabook,Orbit,Black,SUP022,Vietnam,2012-06-22,GST_STANDARD,Box,False,True,"ultrabook designed for shared home-office administration, in the orbit family and supplied by candle with a 24-month warranty."
PRD0282,Vela Core 381,Smartphone,Vela,641.72,419.15,2017,24,0.217,SKU-VEL00282,5G Smartphone,Pulse,Green,SUP023,Australia,2017-07-11,GST_STANDARD,Protective case,False,True,"5g smartphone designed for travel planning and media use, in the pulse family and supplied by vela with a 24-month warranty."
PRD0283,Candle Lumen 382,Tablet,Candle,427.47,290.43,2015,24,0.828,SKU-CAN00283,Productivity Tablet,Quest,Silver,SUP024,Malaysia,2015-11-27,GST_STANDARD,Protective case,True,True,"productivity tablet designed for family learning and shared browsing, in the quest family and supplied by candle with a 24-month warranty."
PRD0284,Vela Ridge 383,Home Entertainment,Vela,4182.34,2821.58,2012,24,6.914,SKU-VEL00284,Smart Display,Ridge,Blue,SUP025,Vietnam,2012-08-09,GST_STANDARD,Protective case,True,True,"smart display designed for casual living-room gaming, in the ridge family and supplied by vela with a 24-month warranty."
PRD0285,Candle Arc 384,Audio,Candle,709.46,518.4,2014,12,0.394,SKU-CAN00285,Wireless Audio,Shift,Black,SUP026,China,2014-03-02,GST_STANDARD,Recycled box,True,True,"wireless audio designed for shared-room music playback, in the shift family and supplied by candle with a 12-month warranty."
PRD0286,Vela Echo 385,Smart Home,Vela,159.28,104.01,2015,12,0.439,SKU-VEL00286,Home Automation,Spark,Blue,SUP027,Malaysia,2015-08-17,GST_STANDARD,Box,False,True,"home automation designed for door and window activity alerts, in the spark family and supplied by vela with a 12-month warranty."
PRD0287,Candle Orbit 386,Gaming,Candle,2324.3,1714.38,2015,24,1.271,SKU-CAN00287,Gaming Hardware,Vista,Black,SUP028,Vietnam,2015-01-03,GST_STANDARD,Recycled box,False,True,"gaming hardware designed for portable gaming and travel, in the vista family and supplied by candle with a 24-month warranty."
PRD0288,Vela Spark 387,Wearable,Vela,324.08,162.36,2014,12,0.145,SKU-VEL00288,Health Wearable,Wave,Graphite,SUP029,Japan,2014-09-21,GST_STANDARD,Recycled box,True,True,"health wearable designed for calendar alerts and quick message checks, in the wave family and supplied by vela with a 12-month warranty."
PRD0289,Candle Bloom 388,Networking,Candle,553.34,357.7,2015,24,0.521,SKU-CAN00289,Connected Network,Arc,White,SUP030,Japan,2015-12-10,GST_STANDARD,Protective case,True,True,"connected network designed for guest-network and device management, in the arc family and supplied by candle with a 24-month warranty."
PRD0290,Vela Halo 389,Accessory,Vela,151.92,97.76,2016,12,0.199,SKU-VEL00290,Mobile Accessory,Atlas,Silver,SUP031,Malaysia,2016-03-18,GST_STANDARD,Protective case,True,True,"mobile accessory designed for connecting several devices through one compact adapter, in the atlas family and supplied by vela with a 12-month warranty."
PRD0291,Candle Quest 390,Laptop,Candle,2517.39,1740.6,2012,24,1.459,SKU-CAN00291,Ultrabook,Bloom,Green,SUP032,China,2012-07-15,GST_STANDARD,Box,False,True,"ultrabook designed for travel-based work and presentations, in the bloom family and supplied by candle with a 24-month warranty."
PRD0292,Vela Wave 391,Smartphone,Vela,1683.43,1085.07,2016,24,0.228,SKU-VEL00292,5G Smartphone,Core,Green,SUP033,China,2016-10-27,GST_STANDARD,Protective case,True,True,"5g smartphone designed for family communication and casual apps, in the core family and supplied by vela with a 24-month warranty."
PRD0293,Candle Edge 392,Tablet,Candle,1414.37,697.34,2012,24,0.5,SKU-CAN00293,Productivity Tablet,Edge,Blue,SUP034,Japan,2012-05-17,GST_STANDARD,Box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the edge family and supplied by candle with a 24-month warranty."
PRD0294,Vela Nova 393,Home Entertainment,Vela,2659.23,1418.28,2015,24,8.966,SKU-VEL00294,Smart Display,Echo,Black,SUP035,China,2015-02-21,GST_STANDARD,Protective case,True,True,"smart display designed for presentations and photo viewing, in the echo family and supplied by vela with a 24-month warranty."
PRD0295,Candle Shift 394,Audio,Candle,1095.89,791.34,2013,12,0.465,SKU-CAN00295,Wireless Audio,Flux,Red,SUP036,Malaysia,2013-10-19,GST_STANDARD,Box,True,True,"wireless audio designed for long listening sessions at home, in the flux family and supplied by candle with a 12-month warranty."
PRD0296,Vela Atlas 395,Smart Home,Vela,767.13,491.77,2016,12,0.358,SKU-VEL00296,Home Automation,Halo,Gold,SUP037,Japan,2016-03-24,GST_STANDARD,Box,True,True,"home automation designed for automated blind and curtain routines, in the halo family and supplied by vela with a 12-month warranty."
