order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0003110,HORD000977,PRD0106,1,40.68,40.68
HITM0003111,HORD000977,PRD0775,1,545.51,545.51
HITM0003112,HORD000978,PRD0759,1,1012.36,1012.36
HITM0003113,HORD000979,PRD0300,1,305.18,305.18
HITM0003114,HORD000979,PRD0355,1,412.17,412.17
HITM0003115,HORD000979,PRD0195,1,89.95,89.95
HITM0003116,HORD000980,PRD0980,1,286.55,286.55
HITM0003117,HORD000980,PRD0360,1,362.06,362.06
HITM0003118,HORD000980,PRD0763,1,485.63,485.63
HITM0003119,HORD000981,PRD0483,1,998.58,998.58
HITM0003120,HORD000981,PRD0540,1,369.8,369.8
HITM0003121,HORD000981,PRD0636,1,801.41,801.41
HITM0003122,HORD000981,PRD0500,1,250.29,250.29
HITM0003123,HORD000982,PRD0998,1,819.98,819.98
HITM0003124,HORD000982,PRD0756,1,238.54,238.54
HITM0003125,HORD000983,PRD0189,1,325.61,325.61
HITM0003126,HORD000983,PRD0702,1,1587.86,1587.86
HITM0003127,HORD000983,PRD0559,2,1357.1,2714.2
HITM0003128,HORD000983,PRD0084,1,1560.4,1560.4
HITM0003129,HORD000983,PRD0622,1,678.69,678.69
HITM0003130,HORD000984,PRD0408,1,1038.75,1038.75
HITM0003131,HORD000984,PRD0447,2,388.49,776.98
HITM0003132,HORD000984,PRD0956,2,86.17,172.34
HITM0003133,HORD000984,PRD0658,1,471.69,471.69
HITM0003134,HORD000985,PRD0530,2,210.45,420.9
HITM0003135,HORD000985,PRD0504,1,3043.58,3043.58
HITM0003136,HORD000985,PRD0660,1,15.31,15.31
HITM0003137,HORD000985,PRD0034,1,797.09,797.09
HITM0003138,HORD000986,PRD0120,1,46.82,46.82
HITM0003139,HORD000986,PRD0693,1,1149.55,1149.55
HITM0003140,HORD000986,PRD0879,1,1214.72,1214.72
HITM0003141,HORD000986,PRD0359,1,597.95,597.95
HITM0003142,HORD000987,PRD0050,1,56.24,56.24
HITM0003143,HORD000987,PRD0061,1,1070.18,1070.18
HITM0003144,HORD000987,PRD0634,1,2121.75,2121.75
HITM0003145,HORD000988,PRD0849,1,272.8,272.8
HITM0003146,HORD000988,PRD0810,1,325.73,325.73
HITM0003147,HORD000988,PRD0757,1,1258.09,1258.09
HITM0003148,HORD000988,PRD0631,1,2823.87,2823.87
HITM0003149,HORD000989,PRD0213,1,1091.55,1091.55
HITM0003150,HORD000989,PRD0815,2,748.08,1496.16
HITM0003151,HORD000989,PRD0903,1,805.15,805.15
HITM0003152,HORD000990,PRD0119,1,871.39,871.39
HITM0003153,HORD000990,PRD0044,1,2873.82,2873.82
HITM0003154,HORD000991,PRD0438,1,185.01,185.01
HITM0003155,HORD000991,PRD0030,1,360.75,360.75
HITM0003156,HORD000991,PRD0992,2,1671.9,3343.8
HITM0003157,HORD000992,PRD0949,1,541.69,541.69
HITM0003158,HORD000992,PRD0298,1,724.89,724.89
HITM0003159,HORD000992,PRD0889,3,893.76,2681.28
HITM0003160,HORD000993,PRD0500,2,250.29,500.58
HITM0003161,HORD000993,PRD0310,1,83.71,83.71
HITM0003162,HORD000993,PRD0416,1,420.25,420.25
HITM0003163,HORD000993,PRD0378,2,472.12,944.24
HITM0003164,HORD000994,PRD0390,1,391.31,391.31
HITM0003165,HORD000994,PRD0536,1,274.78,274.78
HITM0003166,HORD000994,PRD0750,1,181.18,181.18
HITM0003167,HORD000994,PRD0789,1,776.9,776.9
HITM0003168,HORD000995,PRD0419,1,1458.66,1458.66
HITM0003169,HORD000996,PRD0696,1,137.51,137.51
HITM0003170,HORD000996,PRD0060,1,147.43,147.43
HITM0003171,HORD000996,PRD0970,2,403.08,806.16
HITM0003172,HORD000996,PRD0527,1,2076.11,2076.11
HITM0003173,HORD000997,PRD0707,1,1182.83,1182.83
HITM0003174,HORD000997,PRD0970,1,403.08,403.08
HITM0003175,HORD000997,PRD0438,1,185.01,185.01
HITM0003176,HORD000998,PRD0561,3,951.61,2854.83
HITM0003177,HORD000998,PRD0347,1,2438.33,2438.33
HITM0003178,HORD000998,PRD0551,1,2017.82,2017.82
HITM0003179,HORD000998,PRD0158,1,561.62,561.62
HITM0003180,HORD000999,PRD0693,1,1149.55,1149.55
HITM0003181,HORD000999,PRD0230,2,290.53,581.06
HITM0003182,HORD000999,PRD0066,1,66.71,66.71
HITM0003183,HORD001000,PRD0912,2,752.42,1504.84
HITM0003184,HORD001000,PRD0037,3,1207.21,3621.63
HITM0003185,HORD001000,PRD0327,2,1792.58,3585.16
HITM0003186,HORD001001,PRD0087,1,164.58,164.58
HITM0003187,HORD001001,PRD0256,1,297.13,297.13
HITM0003188,HORD001001,PRD0181,1,2410.31,2410.31
HITM0003189,HORD001002,PRD0228,1,121.94,121.94
HITM0003190,HORD001002,PRD0498,2,536.61,1073.22
HITM0003191,HORD001002,PRD0410,1,212.08,212.08
HITM0003192,HORD001003,PRD0125,1,517.12,517.12
HITM0003193,HORD001003,PRD0004,1,468.81,468.81
HITM0003194,HORD001003,PRD0047,1,425.59,425.59
HITM0003195,HORD001003,PRD0516,2,293.41,586.82
HITM0003196,HORD001004,PRD0837,1,471.38,471.38
HITM0003197,HORD001004,PRD0955,1,56.91,56.91
HITM0003198,HORD001004,PRD0704,1,3699.65,3699.65
HITM0003199,HORD001004,PRD0048,1,176.51,176.51
HITM0003200,HORD001004,PRD0018,2,953.09,1906.18
HITM0003201,HORD001005,PRD0507,1,2282.08,2282.08
HITM0003202,HORD001005,PRD0566,1,665.53,665.53
HITM0003203,HORD001005,PRD0330,1,222.78,222.78
HITM0003204,HORD001006,PRD0733,1,1586.43,1586.43
HITM0003205,HORD001006,PRD0582,1,1854.66,1854.66
HITM0003206,HORD001007,PRD0299,1,1325.19,1325.19
HITM0003207,HORD001007,PRD0948,2,583.21,1166.42
HITM0003208,HORD001007,PRD0437,2,2082.66,4165.32
HITM0003209,HORD001007,PRD0074,1,587.22,587.22
HITM0003210,HORD001008,PRD0648,1,469.36,469.36
HITM0003211,HORD001008,PRD0839,1,1311.55,1311.55
HITM0003212,HORD001008,PRD0802,1,593.98,593.98
HITM0003213,HORD001009,PRD0711,1,2949.82,2949.82
HITM0003214,HORD001009,PRD0808,1,566.96,566.96
HITM0003215,HORD001009,PRD0815,2,748.08,1496.16
HITM0003216,HORD001009,PRD0375,1,901.8,901.8
HITM0003217,HORD001010,PRD0576,1,30.87,30.87
HITM0003218,HORD001010,PRD0256,1,297.13,297.13
HITM0003219,HORD001010,PRD0384,1,2615.99,2615.99
HITM0003220,HORD001010,PRD0330,1,222.78,222.78
HITM0003221,HORD001010,PRD0470,2,116.53,233.06
HITM0003222,HORD001011,PRD0715,1,61.65,61.65
HITM0003223,HORD001011,PRD0436,1,525.13,525.13
HITM0003224,HORD001011,PRD0218,3,637.83,1913.49
HITM0003225,HORD001012,PRD0030,1,360.75,360.75
HITM0003226,HORD001012,PRD0100,2,206.02,412.04
HITM0003227,HORD001012,PRD0671,3,1480.66,4441.98
HITM0003228,HORD001012,PRD0883,2,1440.86,2881.72
HITM0003229,HORD001013,PRD0261,1,1185.43,1185.43
HITM0003230,HORD001013,PRD0232,2,1634.96,3269.92
HITM0003231,HORD001013,PRD0465,1,276.29,276.29
HITM0003232,HORD001014,PRD0618,1,421.89,421.89
HITM0003233,HORD001014,PRD0124,2,659.93,1319.86
HITM0003234,HORD001014,PRD0520,1,298.12,298.12
HITM0003235,HORD001014,PRD0220,1,144.35,144.35
HITM0003236,HORD001015,PRD0369,1,123.0,123.0
HITM0003237,HORD001015,PRD0409,2,178.56,357.12
HITM0003238,HORD001015,PRD0385,1,272.03,272.03
HITM0003239,HORD001016,PRD0898,1,272.18,272.18
HITM0003240,HORD001016,PRD0477,1,1488.86,1488.86
HITM0003241,HORD001016,PRD0337,1,2341.34,2341.34
HITM0003242,HORD001016,PRD0401,1,2421.46,2421.46
HITM0003243,HORD001017,PRD0726,2,479.51,959.02
HITM0003244,HORD001017,PRD0679,1,1370.51,1370.51
HITM0003245,HORD001017,PRD0696,1,137.51,137.51
HITM0003246,HORD001018,PRD0672,1,1330.59,1330.59
HITM0003247,HORD001018,PRD0736,1,828.82,828.82
HITM0003248,HORD001018,PRD0727,1,1874.18,1874.18
HITM0003249,HORD001018,PRD0405,1,146.11,146.11
HITM0003250,HORD001019,PRD0730,1,241.01,241.01
HITM0003251,HORD001019,PRD0056,2,485.36,970.72
HITM0003252,HORD001019,PRD0178,1,184.26,184.26
HITM0003253,HORD001020,PRD0085,2,477.42,954.84
HITM0003254,HORD001020,PRD0010,1,386.41,386.41
HITM0003255,HORD001021,PRD0499,1,253.73,253.73
HITM0003256,HORD001021,PRD0476,1,181.3,181.3
HITM0003257,HORD001021,PRD0068,1,331.71,331.71
HITM0003258,HORD001022,PRD0437,2,2082.66,4165.32
HITM0003259,HORD001022,PRD0375,1,901.8,901.8
HITM0003260,HORD001022,PRD0939,1,866.1,866.1
HITM0003261,HORD001022,PRD0578,1,718.33,718.33
HITM0003262,HORD001023,PRD0699,1,508.79,508.79
HITM0003263,HORD001023,PRD0704,1,3699.65,3699.65
HITM0003264,HORD001023,PRD0992,1,1671.9,1671.9
HITM0003265,HORD001024,PRD0984,2,1014.29,2028.58
HITM0003266,HORD001024,PRD0025,3,399.48,1198.44
HITM0003267,HORD001025,PRD0067,1,1666.09,1666.09
HITM0003268,HORD001025,PRD0893,1,739.92,739.92
HITM0003269,HORD001025,PRD0633,1,1190.36,1190.36
HITM0003270,HORD001025,PRD0809,1,217.32,217.32
HITM0003271,HORD001026,PRD0548,3,957.21,2871.63
HITM0003272,HORD001026,PRD0818,1,1065.11,1065.11
HITM0003273,HORD001026,PRD0720,1,313.84,313.84
HITM0003274,HORD001026,PRD0400,1,158.67,158.67
HITM0003275,HORD001027,PRD0964,1,449.57,449.57
HITM0003276,HORD001028,PRD0602,1,1093.07,1093.07
HITM0003277,HORD001028,PRD0732,1,1280.4,1280.4
HITM0003278,HORD001028,PRD0500,1,250.29,250.29
HITM0003279,HORD001029,PRD0949,1,541.69,541.69
HITM0003280,HORD001029,PRD0936,2,214.36,428.72
HITM0003281,HORD001029,PRD0876,1,61.28,61.28
HITM0003282,HORD001029,PRD0879,2,1214.72,2429.44
HITM0003283,HORD001030,PRD0542,1,1746.75,1746.75
HITM0003284,HORD001030,PRD0995,1,745.12,745.12
HITM0003285,HORD001031,PRD0219,1,227.25,227.25
HITM0003286,HORD001031,PRD0770,3,144.73,434.19
HITM0003287,HORD001032,PRD0745,1,882.2,882.2
HITM0003288,HORD001032,PRD0313,1,1109.77,1109.77
HITM0003289,HORD001032,PRD0415,1,78.5,78.5
HITM0003290,HORD001032,PRD0875,1,1168.64,1168.64
HITM0003291,HORD001033,PRD0145,2,564.49,1128.98
HITM0003292,HORD001033,PRD0540,3,369.8,1109.4
HITM0003293,HORD001034,PRD0342,2,771.91,1543.82
HITM0003294,HORD001034,PRD0035,1,215.11,215.11
HITM0003295,HORD001034,PRD0146,1,508.56,508.56
HITM0003296,HORD001035,PRD0050,1,56.24,56.24
HITM0003297,HORD001036,PRD0452,1,1619.46,1619.46
HITM0003298,HORD001036,PRD0660,1,15.31,15.31
HITM0003299,HORD001036,PRD0100,1,206.02,206.02
HITM0003300,HORD001036,PRD0488,1,658.75,658.75
HITM0003301,HORD001037,PRD0239,1,761.02,761.02
HITM0003302,HORD001037,PRD0983,1,854.84,854.84
HITM0003303,HORD001038,PRD0496,1,223.21,223.21
HITM0003304,HORD001039,PRD0495,1,1086.82,1086.82
HITM0003305,HORD001039,PRD0932,2,1610.28,3220.56
HITM0003306,HORD001039,PRD0033,1,884.6,884.6
HITM0003307,HORD001039,PRD0581,1,2588.97,2588.97
HITM0003308,HORD001039,PRD0998,1,819.98,819.98
HITM0003309,HORD001040,PRD0994,1,916.4,916.4
HITM0003310,HORD001041,PRD0145,1,564.49,564.49
HITM0003311,HORD001041,PRD0720,1,313.84,313.84
HITM0003312,HORD001041,PRD0116,1,333.11,333.11
HITM0003313,HORD001042,PRD0802,1,593.98,593.98
HITM0003314,HORD001042,PRD0487,1,136.07,136.07
HITM0003315,HORD001043,PRD0182,1,680.44,680.44
HITM0003316,HORD001043,PRD0469,2,710.35,1420.7
HITM0003317,HORD001043,PRD0439,1,1460.48,1460.48
HITM0003318,HORD001043,PRD0909,2,167.36,334.72
HITM0003319,HORD001044,PRD0022,1,1385.01,1385.01
HITM0003320,HORD001044,PRD0526,1,84.58,84.58
HITM0003321,HORD001044,PRD0758,1,282.47,282.47
HITM0003322,HORD001044,PRD0563,1,530.17,530.17
HITM0003323,HORD001044,PRD0427,1,1212.42,1212.42
HITM0003324,HORD001045,PRD0007,2,1073.56,2147.12
HITM0003325,HORD001045,PRD0080,1,15.23,15.23
HITM0003326,HORD001045,PRD0780,1,94.47,94.47
HITM0003327,HORD001045,PRD0594,2,2046.58,4093.16
HITM0003328,HORD001046,PRD0533,1,367.95,367.95
HITM0003329,HORD001046,PRD0137,1,1138.46,1138.46
HITM0003330,HORD001047,PRD0105,1,431.76,431.76
HITM0003331,HORD001047,PRD0245,1,616.59,616.59
HITM0003332,HORD001047,PRD0316,2,640.98,1281.96
HITM0003333,HORD001048,PRD0600,1,198.56,198.56
HITM0003334,HORD001048,PRD0558,1,1044.96,1044.96
HITM0003335,HORD001048,PRD0931,1,2472.47,2472.47
HITM0003336,HORD001048,PRD0660,1,15.31,15.31
HITM0003337,HORD001049,PRD0505,1,967.54,967.54
HITM0003338,HORD001049,PRD0847,1,370.04,370.04
HITM0003339,HORD001050,PRD0131,1,2047.43,2047.43
HITM0003340,HORD001050,PRD0834,1,2605.19,2605.19
HITM0003341,HORD001050,PRD0420,1,365.11,365.11
HITM0003342,HORD001050,PRD0589,1,241.6,241.6
HITM0003343,HORD001051,PRD0348,1,340.62,340.62
HITM0003344,HORD001051,PRD0430,1,126.46,126.46
HITM0003345,HORD001051,PRD0489,1,1207.96,1207.96
HITM0003346,HORD001051,PRD0147,2,1002.37,2004.74
HITM0003347,HORD001052,PRD0403,1,615.54,615.54
HITM0003348,HORD001052,PRD0210,1,389.28,389.28
HITM0003349,HORD001052,PRD0502,3,1737.87,5213.61
HITM0003350,HORD001052,PRD0677,1,197.41,197.41
HITM0003351,HORD001053,PRD0558,1,1044.96,1044.96
HITM0003352,HORD001053,PRD0241,1,2265.52,2265.52
HITM0003353,HORD001053,PRD0878,1,453.39,453.39
HITM0003354,HORD001054,PRD0988,1,236.45,236.45
HITM0003355,HORD001054,PRD0108,1,462.45,462.45
HITM0003356,HORD001054,PRD0963,1,464.21,464.21
HITM0003357,HORD001054,PRD0646,1,155.12,155.12
HITM0003358,HORD001055,PRD0085,1,477.42,477.42
HITM0003359,HORD001055,PRD0749,2,529.95,1059.9
HITM0003360,HORD001055,PRD0181,1,2410.31,2410.31
HITM0003361,HORD001056,PRD0628,1,62.19,62.19
HITM0003362,HORD001056,PRD0822,2,1374.65,2749.3
HITM0003363,HORD001056,PRD0651,1,2713.88,2713.88
HITM0003364,HORD001056,PRD0778,1,769.84,769.84
HITM0003365,HORD001056,PRD0527,1,2076.11,2076.11
HITM0003366,HORD001057,PRD0717,2,550.74,1101.48
HITM0003367,HORD001057,PRD0694,1,1984.32,1984.32
HITM0003368,HORD001057,PRD0219,1,227.25,227.25
HITM0003369,HORD001057,PRD0875,1,1168.64,1168.64
HITM0003370,HORD001057,PRD0434,1,388.26,388.26
HITM0003371,HORD001058,PRD0058,1,137.85,137.85
HITM0003372,HORD001058,PRD0833,1,941.26,941.26
HITM0003373,HORD001059,PRD0124,2,659.93,1319.86
HITM0003374,HORD001059,PRD0221,2,1071.11,2142.22
HITM0003375,HORD001059,PRD0585,1,81.84,81.84
HITM0003376,HORD001060,PRD0694,1,1984.32,1984.32
HITM0003377,HORD001060,PRD0988,1,236.45,236.45
HITM0003378,HORD001060,PRD0103,1,619.16,619.16
HITM0003379,HORD001060,PRD0561,2,951.61,1903.22
HITM0003380,HORD001061,PRD0896,2,810.67,1621.34
HITM0003381,HORD001061,PRD0279,1,165.58,165.58
HITM0003382,HORD001061,PRD0801,1,1009.09,1009.09
HITM0003383,HORD001061,PRD0264,1,2735.39,2735.39
HITM0003384,HORD001062,PRD0747,2,619.18,1238.36
HITM0003385,HORD001063,PRD0576,1,30.87,30.87
HITM0003386,HORD001063,PRD0895,1,1012.5,1012.5
HITM0003387,HORD001063,PRD0308,1,1088.84,1088.84
HITM0003388,HORD001063,PRD0377,1,941.97,941.97
HITM0003389,HORD001064,PRD0224,1,3534.57,3534.57
HITM0003390,HORD001064,PRD0622,2,678.69,1357.38
HITM0003391,HORD001064,PRD0550,1,178.21,178.21
HITM0003392,HORD001064,PRD0973,1,975.98,975.98
HITM0003393,HORD001065,PRD0629,1,925.23,925.23
HITM0003394,HORD001065,PRD0403,1,615.54,615.54
HITM0003395,HORD001065,PRD0242,1,390.52,390.52
HITM0003396,HORD001065,PRD0120,1,46.82,46.82
HITM0003397,HORD001065,PRD0810,1,325.73,325.73
HITM0003398,HORD001066,PRD0376,1,689.26,689.26
HITM0003399,HORD001066,PRD0170,1,202.15,202.15
HITM0003400,HORD001066,PRD0357,2,2299.18,4598.36
HITM0003401,HORD001067,PRD0900,1,204.44,204.44
HITM0003402,HORD001067,PRD0699,2,508.79,1017.58
HITM0003403,HORD001067,PRD0620,1,220.61,220.61
HITM0003404,HORD001067,PRD0828,1,457.81,457.81
HITM0003405,HORD001068,PRD0700,1,105.41,105.41
HITM0003406,HORD001068,PRD0003,1,316.95,316.95
HITM0003407,HORD001068,PRD0901,1,1092.12,1092.12
HITM0003408,HORD001068,PRD0308,2,1088.84,2177.68
HITM0003409,HORD001069,PRD0452,1,1619.46,1619.46
HITM0003410,HORD001069,PRD0991,2,1900.16,3800.32
HITM0003411,HORD001069,PRD0942,2,500.96,1001.92
HITM0003412,HORD001070,PRD0868,1,956.14,956.14
HITM0003413,HORD001070,PRD0733,1,1586.43,1586.43
HITM0003414,HORD001071,PRD0120,1,46.82,46.82
HITM0003415,HORD001071,PRD0823,1,631.56,631.56
HITM0003416,HORD001071,PRD0603,1,851.99,851.99
HITM0003417,HORD001072,PRD0378,1,472.12,472.12
HITM0003418,HORD001072,PRD0905,1,951.23,951.23
HITM0003419,HORD001073,PRD0933,1,1394.64,1394.64
HITM0003420,HORD001073,PRD0980,1,286.55,286.55
HITM0003421,HORD001073,PRD0672,1,1330.59,1330.59
HITM0003422,HORD001073,PRD0594,1,2046.58,2046.58
HITM0003423,HORD001073,PRD0359,2,597.95,1195.9
HITM0003424,HORD001074,PRD0730,1,241.01,241.01
HITM0003425,HORD001074,PRD0022,2,1385.01,2770.02
HITM0003426,HORD001074,PRD0529,1,915.61,915.61
HITM0003427,HORD001075,PRD0835,1,982.79,982.79
HITM0003428,HORD001075,PRD0625,2,1034.61,2069.22
HITM0003429,HORD001075,PRD0675,2,98.97,197.94
HITM0003430,HORD001075,PRD0431,1,1519.4,1519.4
HITM0003431,HORD001076,PRD0576,1,30.87,30.87
HITM0003432,HORD001076,PRD0459,1,553.35,553.35
HITM0003433,HORD001076,PRD0297,1,2214.14,2214.14
HITM0003434,HORD001076,PRD0395,2,366.66,733.32
HITM0003435,HORD001077,PRD0955,1,56.91,56.91
HITM0003436,HORD001078,PRD0134,1,1214.25,1214.25
HITM0003437,HORD001078,PRD0435,2,721.05,1442.1
HITM0003438,HORD001079,PRD0305,1,260.29,260.29
HITM0003439,HORD001079,PRD0565,3,294.27,882.81
HITM0003440,HORD001079,PRD0608,1,607.93,607.93
HITM0003441,HORD001080,PRD0772,2,1357.22,2714.44
HITM0003442,HORD001080,PRD0896,1,810.67,810.67
HITM0003443,HORD001080,PRD0105,1,431.76,431.76
HITM0003444,HORD001080,PRD0678,2,597.3,1194.6
HITM0003445,HORD001081,PRD0110,2,110.2,220.4
HITM0003446,HORD001081,PRD0435,2,721.05,1442.1
HITM0003447,HORD001081,PRD0216,1,503.39,503.39
HITM0003448,HORD001081,PRD0102,2,1075.3,2150.6
HITM0003449,HORD001082,PRD0283,3,427.47,1282.41
HITM0003450,HORD001082,PRD0359,2,597.95,1195.9
HITM0003451,HORD001082,PRD0599,1,854.55,854.55
HITM0003452,HORD001082,PRD0246,1,674.8,674.8
HITM0003453,HORD001082,PRD0917,1,1549.86,1549.86
HITM0003454,HORD001083,PRD0852,1,465.95,465.95
HITM0003455,HORD001083,PRD0429,2,1195.52,2391.04
HITM0003456,HORD001084,PRD0580,1,180.48,180.48
HITM0003457,HORD001084,PRD0857,1,998.5,998.5
HITM0003458,HORD001084,PRD0585,1,81.84,81.84
HITM0003459,HORD001085,PRD0878,1,453.39,453.39
HITM0003460,HORD001085,PRD0035,2,215.11,430.22
HITM0003461,HORD001085,PRD0836,1,826.24,826.24
HITM0003462,HORD001086,PRD0696,1,137.51,137.51
HITM0003463,HORD001086,PRD0023,2,620.72,1241.44
HITM0003464,HORD001087,PRD0665,1,758.8,758.8
HITM0003465,HORD001087,PRD0466,2,520.19,1040.38
HITM0003466,HORD001088,PRD0784,1,1118.82,1118.82
HITM0003467,HORD001088,PRD0404,1,1363.51,1363.51
HITM0003468,HORD001089,PRD0649,1,1306.2,1306.2
HITM0003469,HORD001090,PRD0982,2,973.58,1947.16
HITM0003470,HORD001090,PRD0990,1,268.68,268.68
HITM0003471,HORD001090,PRD0492,2,961.25,1922.5
HITM0003472,HORD001091,PRD0823,1,631.56,631.56
HITM0003473,HORD001091,PRD0603,2,851.99,1703.98
HITM0003474,HORD001091,PRD0115,1,678.71,678.71
HITM0003475,HORD001091,PRD0326,2,62.48,124.96
HITM0003476,HORD001092,PRD0187,1,1875.79,1875.79
HITM0003477,HORD001092,PRD0569,1,238.57,238.57
HITM0003478,HORD001092,PRD0440,1,57.41,57.41
HITM0003479,HORD001092,PRD0829,1,964.04,964.04
HITM0003480,HORD001092,PRD0158,1,561.62,561.62
HITM0003481,HORD001093,PRD0094,1,627.77,627.77
HITM0003482,HORD001093,PRD0523,1,462.11,462.11
HITM0003483,HORD001093,PRD0027,3,615.88,1847.64
HITM0003484,HORD001093,PRD0507,1,2282.08,2282.08
HITM0003485,HORD001094,PRD0888,1,735.67,735.67
HITM0003486,HORD001094,PRD0047,1,425.59,425.59
HITM0003487,HORD001094,PRD0428,1,844.51,844.51
HITM0003488,HORD001095,PRD0532,3,1430.86,4292.58
HITM0003489,HORD001095,PRD0870,2,370.25,740.5
HITM0003490,HORD001096,PRD0985,1,602.55,602.55
HITM0003491,HORD001096,PRD0656,1,473.06,473.06
HITM0003492,HORD001096,PRD0325,2,926.64,1853.28
HITM0003493,HORD001096,PRD0424,1,2256.09,2256.09
HITM0003494,HORD001097,PRD0847,1,370.04,370.04
HITM0003495,HORD001097,PRD0233,1,804.27,804.27
HITM0003496,HORD001097,PRD0784,1,1118.82,1118.82
HITM0003497,HORD001097,PRD0123,1,906.0,906.0
HITM0003498,HORD001098,PRD0555,1,1183.16,1183.16
HITM0003499,HORD001098,PRD0190,1,274.29,274.29
HITM0003500,HORD001098,PRD0420,1,365.11,365.11
HITM0003501,HORD001098,PRD0272,1,830.69,830.69
HITM0003502,HORD001099,PRD0839,1,1311.55,1311.55
HITM0003503,HORD001099,PRD0814,1,1407.66,1407.66
HITM0003504,HORD001100,PRD0003,2,316.95,633.9
HITM0003505,HORD001101,PRD0484,2,1093.53,2187.06
HITM0003506,HORD001101,PRD0127,1,415.41,415.41
HITM0003507,HORD001101,PRD0346,1,291.88,291.88
HITM0003508,HORD001101,PRD0370,1,285.36,285.36
HITM0003509,HORD001101,PRD0497,1,2082.0,2082.0
HITM0003510,HORD001102,PRD0036,1,120.39,120.39
HITM0003511,HORD001103,PRD0622,1,678.69,678.69
HITM0003512,HORD001103,PRD0315,1,197.15,197.15
HITM0003513,HORD001104,PRD0951,1,1391.02,1391.02
HITM0003514,HORD001104,PRD0108,2,462.45,924.9
HITM0003515,HORD001104,PRD0232,2,1634.96,3269.92
HITM0003516,HORD001104,PRD0926,1,315.02,315.02
HITM0003517,HORD001105,PRD0872,1,1383.23,1383.23
HITM0003518,HORD001105,PRD0666,1,703.13,703.13
HITM0003519,HORD001105,PRD0485,1,178.75,178.75
HITM0003520,HORD001106,PRD0664,1,3064.35,3064.35
HITM0003521,HORD001106,PRD0963,1,464.21,464.21
HITM0003522,HORD001106,PRD0107,1,1780.98,1780.98
HITM0003523,HORD001106,PRD0739,1,947.5,947.5
HITM0003524,HORD001107,PRD0470,1,116.53,116.53
HITM0003525,HORD001108,PRD0362,1,1217.27,1217.27
HITM0003526,HORD001108,PRD0447,1,388.49,388.49
HITM0003527,HORD001108,PRD0424,1,2256.09,2256.09
HITM0003528,HORD001109,PRD0788,1,319.54,319.54
HITM0003529,HORD001109,PRD0885,1,689.68,689.68
HITM0003530,HORD001110,PRD0284,2,4182.34,8364.68
HITM0003531,HORD001111,PRD0315,2,197.15,394.3
HITM0003532,HORD001111,PRD0333,1,1274.3,1274.3
HITM0003533,HORD001112,PRD0028,1,831.06,831.06
HITM0003534,HORD001112,PRD0281,2,1296.1,2592.2
HITM0003535,HORD001112,PRD0034,1,797.09,797.09
HITM0003536,HORD001113,PRD0544,2,975.01,1950.02
HITM0003537,HORD001113,PRD0741,1,1525.47,1525.47
HITM0003538,HORD001113,PRD0645,1,206.79,206.79
HITM0003539,HORD001113,PRD0300,2,305.18,610.36
HITM0003540,HORD001113,PRD0419,1,1458.66,1458.66
HITM0003541,HORD001114,PRD0544,1,975.01,975.01
HITM0003542,HORD001114,PRD0865,1,308.23,308.23
HITM0003543,HORD001114,PRD0623,1,1221.11,1221.11
HITM0003544,HORD001115,PRD0238,1,814.82,814.82
HITM0003545,HORD001115,PRD0055,1,534.13,534.13
HITM0003546,HORD001115,PRD0762,1,1038.24,1038.24
HITM0003547,HORD001116,PRD0539,2,968.63,1937.26
HITM0003548,HORD001116,PRD0335,2,439.66,879.32
HITM0003549,HORD001116,PRD0964,2,449.57,899.14
HITM0003550,HORD001117,PRD0008,1,146.16,146.16
HITM0003551,HORD001117,PRD0526,1,84.58,84.58
HITM0003552,HORD001117,PRD0625,1,1034.61,1034.61
HITM0003553,HORD001118,PRD0448,1,974.99,974.99
HITM0003554,HORD001118,PRD0770,1,144.73,144.73
HITM0003555,HORD001119,PRD0468,1,523.04,523.04
HITM0003556,HORD001119,PRD0956,1,86.17,86.17
HITM0003557,HORD001119,PRD0231,1,1674.19,1674.19
HITM0003558,HORD001119,PRD0279,1,165.58,165.58
HITM0003559,HORD001120,PRD0787,1,527.32,527.32
HITM0003560,HORD001120,PRD0178,1,184.26,184.26
HITM0003561,HORD001120,PRD0219,2,227.25,454.5
HITM0003562,HORD001121,PRD0906,3,150.8,452.4
HITM0003563,HORD001121,PRD0851,1,3078.03,3078.03
HITM0003564,HORD001121,PRD0627,1,869.77,869.77
HITM0003565,HORD001121,PRD0788,1,319.54,319.54
HITM0003566,HORD001121,PRD0855,1,316.87,316.87
HITM0003567,HORD001122,PRD0215,1,273.66,273.66
HITM0003568,HORD001122,PRD0940,1,200.38,200.38
HITM0003569,HORD001122,PRD0277,1,1740.27,1740.27
HITM0003570,HORD001122,PRD0574,1,3665.3,3665.3
HITM0003571,HORD001122,PRD0411,1,2843.11,2843.11
HITM0003572,HORD001123,PRD0586,3,110.38,331.14
HITM0003573,HORD001123,PRD0605,2,903.46,1806.92
HITM0003574,HORD001123,PRD0830,1,57.62,57.62
HITM0003575,HORD001124,PRD0440,1,57.41,57.41
HITM0003576,HORD001124,PRD0541,1,3125.61,3125.61
HITM0003577,HORD001125,PRD0521,1,2581.65,2581.65
HITM0003578,HORD001125,PRD0441,3,2838.69,8516.07
HITM0003579,HORD001125,PRD0169,1,1449.49,1449.49
