customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00166,2015-05-02,Silver,Value,55+,Store,Brunswick,7,6568.54,True,3056,VIC,Australia,zh,Paid Search,Active,Desktop,inbox.example,5+,Quarterly
CUS00167,2013-05-07,Gold,Premium,25-34,Store,Footscray,10,4640.08,False,3011,VIC,Australia,zh,Organic,Active,Tablet,example.net,2,Weekly
CUS00168,2014-03-19,Silver,Premium,35-44,Mobile,Richmond,3,2062.67,True,3121,VIC,Australia,ru,Social,Active,Tablet,mail.test,1,Monthly
CUS00169,2013-02-13,Silver,Premium,55+,Store,Southbank,7,701.72,False,3006,VIC,Australia,zh,Organic,Active,Tablet,inbox.example,5+,Weekly
CUS00170,2017-04-08,Silver,Mainstream,18-24,Web,Carlton,5,949.45,True,3053,VIC,Australia,ru,Referral,Active,Mobile,mail.test,5+,Weekly
CUS00171,2017-09-09,Silver,Mainstream,25-34,Web,St Kilda,14,10787.27,True,3182,VIC,Australia,fr,Store,Active,Tablet,inbox.example,3-4,Quarterly
CUS00172,2014-03-02,Bronze,Small Business,18-24,Web,Brunswick,2,394.9,True,3056,VIC,Australia,ru,Store,Active,Tablet,inbox.example,1,Weekly
CUS00173,2013-11-13,Platinum,Value,45-54,Web,Northcote,2,1681.34,True,3070,VIC,Australia,en,Social,Active,Tablet,example.net,5+,Essential only
CUS00174,2017-08-05,Bronze,Premium,35-44,Store,St Kilda,5,2756.6,True,3182,VIC,Australia,pl,Social,Active,Tablet,inbox.example,2,Weekly
CUS00175,2015-03-21,Silver,Small Business,25-34,Mobile,Melbourne,10,2783.02,True,3000,VIC,Australia,it,Store,Active,Tablet,inbox.example,5+,Quarterly
CUS00176,2013-02-04,Platinum,Premium,45-54,Web,Northcote,6,3965.86,False,3070,VIC,Australia,ja,Paid Search,Active,Tablet,inbox.example,3-4,Essential only
CUS00177,2016-11-25,Bronze,Value,18-24,Store,Carlton,20,9158.04,False,3053,VIC,Australia,hi,Social,Active,Tablet,example.net,3-4,Monthly
CUS00178,2016-11-26,Silver,Mainstream,35-44,Store,Footscray,4,4458.54,True,3011,VIC,Australia,ja,Organic,Active,Tablet,mail.test,2,Quarterly
CUS00179,2017-11-24,Bronze,Value,25-34,Mobile,Richmond,7,6362.94,True,3121,VIC,Australia,it,Social,Active,Desktop,mail.test,1,Weekly
CUS00180,2015-11-11,Gold,Mainstream,45-54,Store,Melbourne,19,16765.09,False,3000,VIC,Australia,ja,Paid Search,Active,Tablet,mail.test,5+,Monthly
CUS00181,2014-06-10,Silver,Mainstream,25-34,Store,Hawthorn,11,3339.64,False,3122,VIC,Australia,zh,Referral,Active,Tablet,inbox.example,1,Quarterly
CUS00182,2016-09-17,Gold,Value,55+,Mobile,Brunswick,5,5182.06,True,3056,VIC,Australia,ja,Store,Active,Tablet,inbox.example,5+,Weekly
CUS00183,2017-11-12,Gold,Value,45-54,Web,Southbank,3,1414.75,False,3006,VIC,Australia,it,Store,Active,Desktop,example.net,2,Weekly
CUS00184,2013-01-18,Silver,Mainstream,35-44,Store,Richmond,0,259.14,True,3121,VIC,Australia,pl,Paid Search,Active,Mobile,mail.test,1,Essential only
CUS00185,2015-07-10,Silver,Value,18-24,Store,Footscray,13,9149.95,False,3011,VIC,Australia,zh,Organic,Active,Tablet,mail.test,3-4,Quarterly
CUS00186,2013-12-24,Gold,Mainstream,25-34,Web,Southbank,20,12191.44,True,3006,VIC,Australia,es,Paid Search,Active,Tablet,inbox.example,3-4,Monthly
CUS00187,2016-04-06,Bronze,Premium,18-24,Store,Southbank,7,5773.96,True,3006,VIC,Australia,nl,Organic,Active,Desktop,mail.test,5+,Quarterly
CUS00188,2013-08-26,Gold,Value,35-44,Store,Docklands,14,5803.71,True,3008,VIC,Australia,zh,Referral,Active,Desktop,mail.test,2,Essential only
CUS00189,2016-02-15,Gold,Value,25-34,Web,Docklands,6,4920.27,False,3008,VIC,Australia,hi,Organic,Dormant,Mobile,inbox.example,3-4,Weekly
CUS00190,2016-01-14,Bronze,Small Business,35-44,Web,Melbourne,16,3338.16,False,3000,VIC,Australia,it,Social,Dormant,Mobile,mail.test,3-4,Quarterly
CUS00191,2016-11-27,Gold,Premium,18-24,Mobile,Southbank,18,10323.4,True,3006,VIC,Australia,ja,Referral,Active,Mobile,inbox.example,5+,Essential only
CUS00192,2013-05-25,Silver,Value,55+,Store,Southbank,4,608.27,False,3006,VIC,Australia,nl,Paid Search,Active,Tablet,example.net,5+,Weekly
CUS00193,2013-12-09,Bronze,Premium,45-54,Mobile,Melbourne,17,3323.64,True,3000,VIC,Australia,nl,Social,Active,Tablet,example.net,3-4,Essential only
CUS00194,2015-02-27,Silver,Mainstream,25-34,Web,Richmond,2,2322.46,True,3121,VIC,Australia,nl,Referral,Active,Desktop,example.net,5+,Essential only
CUS00195,2016-11-06,Silver,Value,25-34,Mobile,Carlton,10,4728.47,True,3053,VIC,Australia,zh,Referral,Active,Mobile,inbox.example,5+,Monthly
CUS00196,2017-11-23,Gold,Premium,55+,Web,Melbourne,21,9629.15,True,3000,VIC,Australia,hi,Paid Search,Active,Desktop,mail.test,1,Weekly
CUS00197,2016-09-05,Bronze,Value,55+,Mobile,Southbank,10,7466.15,True,3006,VIC,Australia,ru,Store,Active,Mobile,example.net,1,Monthly
CUS00198,2016-03-03,Bronze,Value,45-54,Mobile,Richmond,8,2204.28,True,3121,VIC,Australia,it,Social,Dormant,Desktop,example.net,1,Monthly
CUS00199,2016-03-15,Silver,Mainstream,18-24,Web,Hawthorn,3,2493.02,True,3122,VIC,Australia,fr,Store,Active,Mobile,mail.test,5+,Quarterly
CUS00200,2015-08-27,Bronze,Value,25-34,Mobile,Docklands,14,2116.94,True,3008,VIC,Australia,es,Organic,Active,Tablet,mail.test,3-4,Monthly
CUS00201,2015-04-26,Bronze,Premium,18-24,Mobile,St Kilda,1,1160.03,True,3182,VIC,Australia,ja,Store,Active,Desktop,example.net,1,Essential only
CUS00202,2014-05-25,Bronze,Small Business,25-34,Store,Brunswick,10,5118.41,False,3056,VIC,Australia,ru,Organic,Active,Tablet,mail.test,5+,Weekly
CUS00203,2016-01-25,Platinum,Value,25-34,Web,Richmond,5,4193.45,True,3121,VIC,Australia,pt,Social,Active,Desktop,example.net,2,Weekly
CUS00204,2015-06-01,Bronze,Small Business,18-24,Store,Footscray,0,138.46,False,3011,VIC,Australia,es,Paid Search,Active,Mobile,example.net,5+,Essential only
CUS00205,2015-10-15,Bronze,Mainstream,18-24,Mobile,St Kilda,21,6613.7,False,3182,VIC,Australia,en,Social,Active,Tablet,inbox.example,5+,Monthly
CUS00206,2015-05-06,Bronze,Premium,18-24,Store,Carlton,3,1045.32,True,3053,VIC,Australia,fr,Organic,Active,Mobile,inbox.example,2,Weekly
CUS00207,2016-02-23,Silver,Value,55+,Web,Footscray,20,7340.29,True,3011,VIC,Australia,fr,Paid Search,Active,Mobile,mail.test,1,Essential only
CUS00208,2015-04-20,Silver,Mainstream,18-24,Web,Carlton,8,4577.33,True,3053,VIC,Australia,es,Organic,Active,Mobile,mail.test,2,Essential only
CUS00209,2016-01-21,Platinum,Premium,18-24,Mobile,Docklands,15,12908.11,True,3008,VIC,Australia,pl,Social,Active,Desktop,example.net,1,Weekly
CUS00210,2016-11-26,Gold,Value,25-34,Web,St Kilda,14,6962.11,True,3182,VIC,Australia,zh,Organic,Active,Desktop,mail.test,5+,Monthly
CUS00211,2016-03-07,Bronze,Value,35-44,Web,Southbank,16,13588.4,True,3006,VIC,Australia,zh,Referral,Dormant,Mobile,mail.test,1,Monthly
CUS00212,2016-05-27,Gold,Small Business,35-44,Mobile,Melbourne,4,3468.77,False,3000,VIC,Australia,it,Social,Dormant,Desktop,example.net,5+,Quarterly
CUS00213,2015-11-10,Bronze,Premium,35-44,Store,Melbourne,6,5869.29,True,3000,VIC,Australia,de,Store,Active,Tablet,mail.test,5+,Essential only
CUS00214,2017-02-21,Bronze,Mainstream,45-54,Store,Northcote,5,873.11,True,3070,VIC,Australia,ru,Referral,Active,Desktop,inbox.example,3-4,Quarterly
CUS00215,2015-02-23,Platinum,Mainstream,45-54,Mobile,Melbourne,21,13703.56,True,3000,VIC,Australia,it,Organic,Active,Desktop,example.net,5+,Essential only
CUS00216,2015-04-13,Silver,Mainstream,18-24,Web,Docklands,6,2834.23,False,3008,VIC,Australia,ar,Referral,Active,Tablet,example.net,2,Quarterly
CUS00217,2014-09-03,Gold,Small Business,25-34,Mobile,Footscray,14,6953.36,False,3011,VIC,Australia,nl,Paid Search,Active,Mobile,example.net,3-4,Monthly
CUS00218,2013-08-14,Gold,Mainstream,55+,Web,Southbank,4,809.34,True,3006,VIC,Australia,fr,Social,Dormant,Desktop,example.net,1,Weekly
CUS00219,2015-12-10,Bronze,Small Business,18-24,Mobile,St Kilda,5,3075.37,True,3182,VIC,Australia,ja,Store,Active,Mobile,example.net,5+,Weekly
CUS00220,2013-11-15,Silver,Small Business,25-34,Web,Southbank,11,6403.5,True,3006,VIC,Australia,pt,Social,Active,Tablet,mail.test,2,Essential only
CUS00221,2016-04-21,Silver,Value,45-54,Store,Footscray,0,251.96,False,3011,VIC,Australia,ru,Store,Active,Mobile,example.net,5+,Weekly
CUS00222,2013-03-26,Platinum,Small Business,25-34,Store,St Kilda,0,834.2,False,3182,VIC,Australia,es,Organic,Active,Tablet,example.net,2,Monthly
CUS00223,2013-10-06,Bronze,Small Business,18-24,Store,Docklands,14,1239.05,True,3008,VIC,Australia,ja,Store,Active,Mobile,example.net,2,Weekly
CUS00224,2017-12-16,Bronze,Premium,35-44,Mobile,Docklands,0,224.34,False,3008,VIC,Australia,ru,Paid Search,Active,Mobile,mail.test,5+,Essential only
CUS00225,2017-04-06,Platinum,Value,55+,Store,Southbank,9,8009.46,True,3006,VIC,Australia,es,Social,Active,Tablet,mail.test,3-4,Monthly
CUS00226,2016-06-21,Silver,Premium,18-24,Store,Hawthorn,4,859.88,False,3122,VIC,Australia,hi,Store,Active,Mobile,mail.test,2,Essential only
CUS00227,2014-12-07,Gold,Premium,35-44,Mobile,Northcote,12,7790.64,True,3070,VIC,Australia,es,Organic,Active,Tablet,mail.test,1,Monthly
CUS00228,2015-02-16,Bronze,Mainstream,55+,Mobile,Carlton,3,2235.4,True,3053,VIC,Australia,ar,Paid Search,Active,Tablet,mail.test,3-4,Monthly
CUS00229,2015-10-14,Gold,Value,18-24,Web,Southbank,15,11951.85,False,3006,VIC,Australia,nl,Social,Active,Tablet,example.net,2,Essential only
CUS00230,2014-10-09,Platinum,Small Business,18-24,Store,Richmond,3,1266.76,True,3121,VIC,Australia,en,Store,Dormant,Tablet,example.net,3-4,Weekly
CUS00231,2015-05-12,Gold,Small Business,35-44,Mobile,Carlton,17,8858.64,True,3053,VIC,Australia,fr,Store,Active,Desktop,example.net,5+,Essential only
CUS00232,2017-08-14,Bronze,Premium,45-54,Web,Docklands,6,5655.14,False,3008,VIC,Australia,it,Organic,Dormant,Desktop,mail.test,3-4,Monthly
CUS00233,2013-01-09,Bronze,Premium,45-54,Store,Brunswick,19,4378.52,True,3056,VIC,Australia,fr,Store,Active,Tablet,inbox.example,5+,Quarterly
CUS00234,2016-02-04,Gold,Premium,45-54,Mobile,Richmond,19,9479.82,True,3121,VIC,Australia,fr,Store,Active,Desktop,mail.test,5+,Weekly
CUS00235,2015-06-11,Bronze,Small Business,25-34,Mobile,Docklands,7,2515.0,True,3008,VIC,Australia,it,Organic,Active,Desktop,inbox.example,2,Quarterly
CUS00236,2017-01-16,Gold,Small Business,18-24,Web,Footscray,0,573.85,False,3011,VIC,Australia,it,Paid Search,Active,Mobile,inbox.example,1,Monthly
CUS00237,2016-04-07,Bronze,Premium,18-24,Store,Northcote,15,13300.05,True,3070,VIC,Australia,zh,Store,Active,Desktop,example.net,3-4,Monthly
CUS00238,2016-12-20,Silver,Mainstream,45-54,Web,Melbourne,12,3967.05,True,3000,VIC,Australia,es,Organic,Active,Tablet,example.net,2,Essential only
CUS00239,2016-02-19,Bronze,Premium,45-54,Store,Hawthorn,12,3906.33,True,3122,VIC,Australia,ar,Referral,Active,Tablet,mail.test,3-4,Essential only
CUS00240,2017-04-03,Gold,Small Business,35-44,Store,Carlton,21,17271.83,True,3053,VIC,Australia,ar,Paid Search,Active,Desktop,mail.test,3-4,Monthly
CUS00241,2016-11-06,Bronze,Mainstream,18-24,Web,Hawthorn,19,10434.48,True,3122,VIC,Australia,pt,Referral,Active,Tablet,mail.test,2,Weekly
CUS00242,2014-09-05,Silver,Small Business,45-54,Store,Hawthorn,0,222.08,True,3122,VIC,Australia,en,Social,Active,Tablet,example.net,3-4,Weekly
CUS00243,2013-02-24,Silver,Mainstream,35-44,Web,Footscray,1,1588.6,False,3011,VIC,Australia,fr,Store,Active,Desktop,inbox.example,3-4,Quarterly
CUS00244,2015-10-08,Silver,Small Business,18-24,Web,Brunswick,5,1878.07,True,3056,VIC,Australia,fr,Store,Active,Mobile,mail.test,1,Monthly
CUS00245,2016-03-02,Bronze,Small Business,35-44,Web,Southbank,20,18311.04,True,3006,VIC,Australia,ru,Organic,Active,Mobile,inbox.example,3-4,Weekly
CUS00246,2016-05-25,Gold,Small Business,18-24,Store,Carlton,21,19493.39,True,3053,VIC,Australia,fr,Social,Active,Desktop,example.net,1,Monthly
CUS00247,2016-12-27,Gold,Value,18-24,Mobile,Footscray,2,760.83,True,3011,VIC,Australia,en,Store,Active,Desktop,mail.test,3-4,Weekly
CUS00248,2017-05-04,Platinum,Value,55+,Web,Carlton,0,615.21,True,3053,VIC,Australia,nl,Organic,Active,Mobile,mail.test,1,Monthly
CUS00249,2013-02-07,Gold,Premium,18-24,Web,Docklands,16,14703.97,True,3008,VIC,Australia,hi,Organic,Active,Tablet,inbox.example,5+,Essential only
CUS00250,2016-06-26,Gold,Small Business,35-44,Web,Brunswick,9,6044.02,True,3056,VIC,Australia,nl,Organic,Dormant,Mobile,example.net,5+,Quarterly
CUS00251,2013-10-18,Silver,Small Business,35-44,Web,Southbank,0,407.8,True,3006,VIC,Australia,hi,Social,Active,Mobile,inbox.example,1,Quarterly
CUS00252,2015-03-09,Gold,Small Business,25-34,Store,Carlton,4,1773.11,True,3053,VIC,Australia,nl,Social,Active,Desktop,mail.test,1,Essential only
CUS00253,2017-08-27,Bronze,Small Business,55+,Mobile,Brunswick,10,1282.1,False,3056,VIC,Australia,it,Store,Active,Desktop,example.net,2,Monthly
CUS00254,2014-04-07,Platinum,Premium,18-24,Mobile,St Kilda,16,7322.02,True,3182,VIC,Australia,pl,Paid Search,Active,Mobile,mail.test,5+,Quarterly
CUS00255,2016-04-05,Bronze,Small Business,55+,Mobile,Footscray,5,2324.84,True,3011,VIC,Australia,nl,Referral,Active,Tablet,mail.test,3-4,Quarterly
CUS00256,2014-04-05,Platinum,Small Business,35-44,Web,Footscray,6,3488.87,True,3011,VIC,Australia,pl,Referral,Active,Mobile,example.net,3-4,Monthly
CUS00257,2013-07-03,Gold,Value,45-54,Store,Docklands,13,3561.58,True,3008,VIC,Australia,hi,Store,Active,Desktop,inbox.example,1,Quarterly
CUS00258,2014-11-27,Silver,Value,18-24,Web,Docklands,8,2288.14,True,3008,VIC,Australia,de,Organic,Active,Mobile,example.net,2,Monthly
CUS00259,2017-04-03,Gold,Value,45-54,Mobile,Brunswick,10,1582.77,True,3056,VIC,Australia,de,Store,Dormant,Desktop,inbox.example,2,Weekly
CUS00260,2013-02-19,Silver,Premium,18-24,Web,Hawthorn,16,14962.65,False,3122,VIC,Australia,it,Referral,Active,Desktop,inbox.example,3-4,Monthly
CUS00261,2017-08-01,Silver,Premium,18-24,Store,Brunswick,5,2558.26,True,3056,VIC,Australia,pl,Organic,Active,Mobile,mail.test,5+,Quarterly
CUS00262,2016-11-21,Bronze,Premium,18-24,Web,Melbourne,6,3921.12,False,3000,VIC,Australia,pl,Store,Active,Mobile,example.net,5+,Weekly
CUS00263,2016-03-26,Gold,Premium,55+,Mobile,Brunswick,18,13796.51,True,3056,VIC,Australia,pl,Social,Active,Desktop,example.net,2,Quarterly
CUS00264,2013-06-02,Gold,Mainstream,35-44,Store,St Kilda,18,6333.95,True,3182,VIC,Australia,pt,Social,Active,Desktop,inbox.example,1,Essential only
CUS00265,2015-04-20,Bronze,Value,35-44,Web,Southbank,12,11626.75,True,3006,VIC,Australia,pt,Referral,Active,Mobile,mail.test,3-4,Essential only
CUS00266,2014-08-14,Bronze,Premium,18-24,Mobile,Docklands,11,4756.22,True,3008,VIC,Australia,pl,Paid Search,Active,Tablet,example.net,5+,Quarterly
CUS00267,2013-10-24,Bronze,Small Business,45-54,Store,St Kilda,10,8966.12,False,3182,VIC,Australia,it,Store,Active,Desktop,mail.test,3-4,Weekly
CUS00268,2014-12-15,Bronze,Small Business,25-34,Web,St Kilda,13,5862.29,True,3182,VIC,Australia,hi,Referral,Active,Desktop,mail.test,3-4,Essential only
CUS00269,2017-12-24,Platinum,Premium,45-54,Web,Footscray,17,2723.19,True,3011,VIC,Australia,it,Referral,Active,Mobile,example.net,3-4,Essential only
CUS00270,2013-04-17,Bronze,Small Business,55+,Mobile,Carlton,15,9948.95,False,3053,VIC,Australia,fr,Paid Search,Active,Desktop,mail.test,2,Weekly
CUS00271,2013-02-04,Silver,Small Business,25-34,Store,Melbourne,13,3259.98,False,3000,VIC,Australia,ru,Referral,Active,Desktop,mail.test,5+,Essential only
CUS00272,2015-07-16,Silver,Mainstream,18-24,Store,Brunswick,6,3753.17,True,3056,VIC,Australia,en,Referral,Active,Desktop,mail.test,1,Quarterly
CUS00273,2017-12-01,Bronze,Premium,18-24,Web,Southbank,5,5210.98,True,3006,VIC,Australia,pl,Organic,Active,Desktop,inbox.example,3-4,Quarterly
CUS00274,2016-02-11,Bronze,Small Business,45-54,Mobile,Docklands,14,1372.22,False,3008,VIC,Australia,it,Store,Active,Mobile,example.net,2,Essential only
CUS00275,2016-10-08,Bronze,Value,55+,Web,Melbourne,3,410.12,True,3000,VIC,Australia,ru,Paid Search,Active,Desktop,mail.test,5+,Monthly
CUS00276,2016-04-15,Silver,Value,35-44,Store,St Kilda,10,4749.85,True,3182,VIC,Australia,de,Paid Search,Active,Mobile,example.net,3-4,Essential only
CUS00277,2017-02-16,Gold,Value,25-34,Store,St Kilda,12,4752.86,False,3182,VIC,Australia,es,Organic,Active,Desktop,inbox.example,3-4,Monthly
CUS00278,2015-06-25,Bronze,Mainstream,18-24,Web,Melbourne,4,3107.17,True,3000,VIC,Australia,zh,Referral,Active,Tablet,inbox.example,1,Quarterly
CUS00279,2014-11-12,Platinum,Small Business,55+,Store,Richmond,11,1467.21,True,3121,VIC,Australia,es,Store,Active,Desktop,mail.test,2,Essential only
CUS00280,2014-08-26,Silver,Value,18-24,Store,Docklands,13,7835.72,True,3008,VIC,Australia,fr,Paid Search,Active,Desktop,inbox.example,2,Essential only
CUS00281,2014-03-04,Gold,Mainstream,35-44,Store,Northcote,14,7517.49,True,3070,VIC,Australia,de,Organic,Active,Tablet,mail.test,5+,Essential only
CUS00282,2016-06-17,Bronze,Mainstream,35-44,Store,Hawthorn,17,1965.6,False,3122,VIC,Australia,en,Paid Search,Active,Mobile,mail.test,2,Monthly
CUS00283,2014-03-17,Silver,Small Business,18-24,Store,Footscray,16,10938.46,False,3011,VIC,Australia,de,Store,Active,Tablet,inbox.example,3-4,Quarterly
CUS00284,2013-06-06,Platinum,Mainstream,45-54,Mobile,St Kilda,15,13499.78,True,3182,VIC,Australia,pt,Social,Active,Desktop,inbox.example,2,Essential only
CUS00285,2017-09-26,Gold,Premium,55+,Web,Hawthorn,8,6526.92,False,3122,VIC,Australia,pt,Organic,Active,Desktop,example.net,5+,Monthly
CUS00286,2014-04-03,Gold,Value,25-34,Store,Richmond,8,5914.47,True,3121,VIC,Australia,nl,Social,Active,Desktop,mail.test,2,Monthly
CUS00287,2013-03-26,Bronze,Value,35-44,Store,Southbank,10,5695.32,False,3006,VIC,Australia,zh,Referral,Active,Tablet,example.net,2,Essential only
CUS00288,2014-08-13,Gold,Premium,25-34,Web,Hawthorn,20,14506.8,True,3122,VIC,Australia,en,Referral,Active,Desktop,inbox.example,3-4,Essential only
CUS00289,2015-07-04,Silver,Value,55+,Store,Melbourne,2,1119.23,False,3000,VIC,Australia,en,Organic,Active,Desktop,mail.test,5+,Essential only
CUS00290,2015-10-14,Silver,Value,25-34,Web,Hawthorn,18,9510.98,True,3122,VIC,Australia,ar,Social,Active,Mobile,example.net,1,Monthly
CUS00291,2014-12-14,Bronze,Small Business,35-44,Mobile,Northcote,7,1509.42,False,3070,VIC,Australia,pl,Paid Search,Active,Desktop,mail.test,3-4,Monthly
CUS00292,2014-06-19,Silver,Premium,55+,Web,Footscray,2,1428.57,True,3011,VIC,Australia,it,Organic,Active,Tablet,inbox.example,1,Weekly
CUS00293,2015-09-23,Silver,Premium,18-24,Store,St Kilda,1,1108.95,True,3182,VIC,Australia,es,Store,Active,Tablet,inbox.example,2,Weekly
CUS00294,2015-08-01,Silver,Mainstream,18-24,Mobile,Northcote,7,4886.82,False,3070,VIC,Australia,ar,Organic,Active,Mobile,mail.test,3-4,Essential only
CUS00295,2014-01-21,Silver,Value,18-24,Store,Melbourne,12,8569.2,True,3000,VIC,Australia,pt,Paid Search,Active,Desktop,mail.test,5+,Essential only
CUS00296,2013-12-06,Bronze,Premium,45-54,Web,Melbourne,3,1838.05,True,3000,VIC,Australia,pl,Paid Search,Active,Tablet,mail.test,3-4,Quarterly
CUS00297,2016-03-03,Bronze,Small Business,25-34,Mobile,St Kilda,19,9237.27,True,3182,VIC,Australia,zh,Organic,Active,Tablet,inbox.example,5+,Essential only
CUS00298,2016-08-19,Bronze,Value,18-24,Web,Footscray,0,555.99,True,3011,VIC,Australia,es,Social,Active,Desktop,example.net,5+,Monthly
CUS00299,2016-05-24,Bronze,Mainstream,45-54,Store,Melbourne,15,7133.9,False,3000,VIC,Australia,pl,Store,Active,Tablet,mail.test,3-4,Quarterly
CUS00300,2016-02-01,Silver,Value,45-54,Store,Richmond,20,10460.34,True,3121,VIC,Australia,pt,Store,Active,Mobile,example.net,5+,Weekly
CUS00301,2014-03-21,Bronze,Value,45-54,Store,Melbourne,0,607.99,True,3000,VIC,Australia,en,Organic,Active,Desktop,mail.test,3-4,Weekly
CUS00302,2015-04-26,Gold,Premium,18-24,Mobile,Docklands,5,766.81,True,3008,VIC,Australia,ru,Organic,Active,Desktop,example.net,2,Essential only
CUS00303,2013-10-22,Silver,Value,45-54,Store,Brunswick,20,6187.41,True,3056,VIC,Australia,it,Store,Active,Desktop,inbox.example,2,Weekly
CUS00304,2017-10-21,Bronze,Value,25-34,Store,Brunswick,11,9760.37,True,3056,VIC,Australia,ru,Social,Active,Tablet,example.net,3-4,Monthly
CUS00305,2015-01-07,Silver,Small Business,18-24,Mobile,Melbourne,0,881.62,False,3000,VIC,Australia,ru,Social,Active,Tablet,mail.test,2,Quarterly
CUS00306,2017-12-27,Platinum,Mainstream,55+,Mobile,Melbourne,18,3516.18,False,3000,VIC,Australia,en,Paid Search,Active,Mobile,inbox.example,3-4,Weekly
CUS00307,2017-08-25,Platinum,Mainstream,25-34,Mobile,Richmond,4,3562.52,False,3121,VIC,Australia,it,Referral,Dormant,Desktop,mail.test,1,Weekly
CUS00308,2016-12-17,Bronze,Premium,25-34,Web,Hawthorn,17,10232.84,True,3122,VIC,Australia,es,Referral,Active,Desktop,mail.test,2,Monthly
CUS00309,2017-10-20,Bronze,Small Business,45-54,Web,Carlton,11,6401.13,True,3053,VIC,Australia,nl,Paid Search,Active,Mobile,mail.test,5+,Quarterly
CUS00310,2017-08-12,Bronze,Mainstream,55+,Store,Southbank,18,16049.16,True,3006,VIC,Australia,hi,Social,Active,Desktop,example.net,1,Monthly
CUS00311,2015-09-23,Silver,Value,35-44,Store,Southbank,7,6892.6,True,3006,VIC,Australia,pt,Store,Active,Desktop,inbox.example,1,Weekly
CUS00312,2017-06-02,Bronze,Mainstream,18-24,Web,Footscray,11,10248.79,True,3011,VIC,Australia,zh,Store,Active,Desktop,inbox.example,1,Quarterly
CUS00313,2014-10-11,Silver,Mainstream,45-54,Store,Docklands,12,2419.76,True,3008,VIC,Australia,ar,Organic,Active,Tablet,example.net,3-4,Monthly
CUS00314,2016-06-07,Bronze,Value,25-34,Mobile,Footscray,3,2679.91,False,3011,VIC,Australia,de,Organic,Active,Desktop,example.net,3-4,Weekly
CUS00315,2017-10-21,Bronze,Premium,35-44,Web,St Kilda,2,2510.9,True,3182,VIC,Australia,es,Store,Active,Desktop,inbox.example,3-4,Weekly
CUS00316,2016-02-03,Silver,Value,55+,Store,Carlton,18,16503.27,True,3053,VIC,Australia,es,Paid Search,Active,Desktop,example.net,1,Essential only
CUS00317,2015-05-10,Silver,Value,18-24,Store,Footscray,21,13726.06,True,3011,VIC,Australia,zh,Social,Active,Tablet,example.net,3-4,Weekly
CUS00318,2014-08-11,Bronze,Mainstream,55+,Mobile,Brunswick,10,1275.96,True,3056,VIC,Australia,de,Paid Search,Active,Tablet,mail.test,5+,Essential only
CUS00319,2015-06-10,Gold,Mainstream,55+,Mobile,Hawthorn,6,3044.82,True,3122,VIC,Australia,zh,Social,Active,Tablet,mail.test,1,Essential only
CUS00320,2014-05-11,Bronze,Premium,45-54,Web,Docklands,20,8931.18,False,3008,VIC,Australia,ar,Social,Active,Mobile,example.net,1,Weekly
CUS00321,2015-05-06,Bronze,Value,35-44,Store,Northcote,0,305.61,True,3070,VIC,Australia,en,Organic,Active,Tablet,inbox.example,1,Weekly
CUS00322,2013-01-26,Gold,Small Business,55+,Store,Southbank,4,3253.11,True,3006,VIC,Australia,de,Organic,Review,Mobile,inbox.example,3-4,Essential only
CUS00323,2013-11-24,Bronze,Premium,18-24,Web,Melbourne,20,3145.35,True,3000,VIC,Australia,ru,Store,Active,Desktop,mail.test,3-4,Monthly
CUS00324,2015-08-06,Bronze,Premium,35-44,Web,Richmond,1,1256.73,False,3121,VIC,Australia,ru,Referral,Active,Mobile,example.net,1,Weekly
CUS00325,2015-04-07,Silver,Small Business,25-34,Web,Footscray,15,7243.48,False,3011,VIC,Australia,ja,Referral,Review,Tablet,inbox.example,1,Weekly
CUS00326,2014-08-26,Silver,Small Business,18-24,Mobile,St Kilda,18,12862.54,True,3182,VIC,Australia,hi,Store,Active,Mobile,inbox.example,3-4,Quarterly
CUS00327,2015-01-27,Silver,Premium,35-44,Store,Richmond,3,833.83,False,3121,VIC,Australia,zh,Store,Active,Mobile,example.net,1,Monthly
CUS00328,2015-12-11,Platinum,Mainstream,55+,Store,Carlton,0,289.61,True,3053,VIC,Australia,pt,Referral,Active,Desktop,mail.test,1,Weekly
CUS00329,2016-01-20,Silver,Small Business,18-24,Web,St Kilda,14,10226.18,True,3182,VIC,Australia,ru,Social,Active,Tablet,mail.test,2,Essential only
CUS00330,2015-09-05,Silver,Value,25-34,Mobile,Footscray,17,7901.94,False,3011,VIC,Australia,hi,Paid Search,Active,Mobile,inbox.example,2,Weekly
CUS00331,2015-07-20,Bronze,Small Business,18-24,Mobile,Melbourne,5,1149.29,True,3000,VIC,Australia,pt,Store,Active,Mobile,mail.test,1,Essential only
CUS00332,2015-05-08,Bronze,Small Business,55+,Mobile,Docklands,12,6740.01,False,3008,VIC,Australia,es,Referral,Active,Tablet,inbox.example,2,Quarterly
CUS00333,2017-08-07,Gold,Small Business,55+,Web,Southbank,6,684.71,False,3006,VIC,Australia,fr,Paid Search,Active,Tablet,example.net,2,Essential only
