mapping_id,output_table,target_field,source_format,json_source_path,xml_source_path,transformation_or_derivation,overlap_or_conflict_rule,notebook_evidence
MAP-products-12,products,model_family,XML,,/OperationsExport/ProductCatalogue/Product/Model_Family,trim surrounding whitespace and preserve the supplied model family spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-13,products,colour,XML,,/OperationsExport/ProductCatalogue/Product/Colour,trim surrounding whitespace and preserve the supplied colour spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-14,products,supplier_id,XML,,/OperationsExport/ProductCatalogue/Product/Supplier_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-15,products,supplier_country,XML,,/OperationsExport/ProductCatalogue/Product/Supplier_Country,trim surrounding whitespace and preserve the supplied supplier country spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-16,products,launch_date,XML,,/OperationsExport/ProductCatalogue/Product/Launch_Date,parse ISO JSON or day-first XML date and format YYYY-MM-DD,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-17,products,tax_category,XML,,/OperationsExport/ProductCatalogue/Product/Tax_Category,trim surrounding whitespace and preserve the supplied tax category spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-18,products,package_type,XML,,/OperationsExport/ProductCatalogue/Product/Package_Type,trim surrounding whitespace and preserve the supplied package type spelling and category case,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-19,products,recyclable_packaging,XML,,/OperationsExport/ProductCatalogue/Product/Recyclable_Packaging,retain JSON boolean or map XML Y/N to Python/CSV True or False,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-20,products,active_flag,XML,,/OperationsExport/ProductCatalogue/Product/Active_Flag,retain JSON boolean or map XML Y/N to Python/CSV True or False,XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-products-21,products,product_description_clean,XML,,/OperationsExport/ProductCatalogue/Product/Product_Description,"decode entities, apply Unicode NFC, remove tags, listed markers, URLs, emoji and any complete reference/promotion wrapper; collapse whitespace, trim, lowercase; literal NaN if empty",XML-only field: compare any within-source repeated primary key field by field; fill complementary missing values and record differing non-missing values before retaining one row,Section 4.12 products; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-01,product_reviews,review_id,both,$.productReviews[].reviewID,/OperationsExport/ProductReviews/Review/Review_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-02,product_reviews,order_id,both,$.productReviews[].orderID,/OperationsExport/ProductReviews/Review/Order_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-03,product_reviews,order_item_id,both,$.productReviews[].orderItemID,/OperationsExport/ProductReviews/Review/Order_Item_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-04,product_reviews,product_id,both,$.productReviews[].productID,/OperationsExport/ProductReviews/Review/Product_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-05,product_reviews,customer_id,both,$.productReviews[].customerID,/OperationsExport/ProductReviews/Review/Customer_ID,trim surrounding whitespace; preserve identifier case and leading zeros; do not invent or lowercase the key,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-06,product_reviews,review_timestamp,both,$.productReviews[].reviewTimestamp,/OperationsExport/ProductReviews/Review/Review_Timestamp,parse ISO JSON or day-first XML timestamp and format YYYY-MM-DD HH:MM:SS,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-07,product_reviews,language_code,both,$.productReviews[].languageCode,/OperationsExport/ProductReviews/Review/Language_Code,trim surrounding whitespace and preserve the supplied language code spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-08,product_reviews,rating,both,$.productReviews[].rating,/OperationsExport/ProductReviews/Review/Rating,convert the source value to an integer without changing its business meaning,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-09,product_reviews,review_title,both,$.productReviews[].reviewTitle,/OperationsExport/ProductReviews/Review/Review_Title,trim surrounding whitespace and preserve the supplied review title spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-10,product_reviews,review_body_clean,both,$.productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,"after order/SKU extraction, decode entities, apply Unicode NFC, remove tags, listed markers, URLs, emoji and the complete review-reference/promotion wrappers; collapse whitespace, trim, lowercase; literal NaN if empty",normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-11,product_reviews,review_body_latin_analysis,derived,derived product_reviews.review_body_clean,derived product_reviews.review_body_clean,derive from review_body_clean; retain Latin-script letters including diacritics plus applicable digits and punctuation; literal NaN if no Latin letter remains,derive from reconciled canonical inputs; compare repeated keyed results and record any differing non-missing value before retaining one row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-12,product_reviews,verified_purchase,both,$.productReviews[].verifiedPurchase,/OperationsExport/ProductReviews/Review/Verified_Purchase,retain JSON boolean or map XML Y/N to Python/CSV True or False,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-13,product_reviews,helpful_votes,both,$.productReviews[].helpfulVotes,/OperationsExport/ProductReviews/Review/Helpful_Votes,convert the source value to an integer without changing its business meaning,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-14,product_reviews,review_length_chars,derived,derived product_reviews.review_body_clean,derived product_reviews.review_body_clean,count Python characters in review_body_clean; return 0 for the literal NaN sentinel,derive from reconciled canonical inputs; compare repeated keyed results and record any differing non-missing value before retaining one row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-15,product_reviews,review_word_count,derived,derived product_reviews.review_body_clean,derived product_reviews.review_body_clean,count whitespace-separated tokens in review_body_clean; return 0 for the literal NaN sentinel,derive from reconciled canonical inputs; compare repeated keyed results and record any differing non-missing value before retaining one row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-16,product_reviews,contains_non_latin_script,derived,derived product_reviews.review_body_clean,derived product_reviews.review_body_clean,test review_body_clean for any Unicode letter outside the Latin script; return Python boolean,derive from reconciled canonical inputs; compare repeated keyed results and record any differing non-missing value before retaining one row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-17,product_reviews,extracted_order_reference,both,$.productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,extract bounded HORD/CORD plus exactly six digits from raw review before cleaning; uppercase or literal NaN,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-18,product_reviews,extracted_product_sku,both,$.productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,extract bounded SKU- plus ASCII letters/digits from raw review before cleaning; uppercase or literal NaN,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-19,product_reviews,delivery_experience,both,$.productReviews[].deliveryExperience,/OperationsExport/ProductReviews/Review/Delivery_Experience,trim surrounding whitespace and preserve the supplied delivery experience spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-20,product_reviews,value_experience,both,$.productReviews[].valueExperience,/OperationsExport/ProductReviews/Review/Value_Experience,trim surrounding whitespace and preserve the supplied value experience spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
MAP-product_reviews-21,product_reviews,writing_style,both,$.productReviews[].writingStyle,/OperationsExport/ProductReviews/Review/Writing_Style,trim surrounding whitespace and preserve the supplied writing style spelling and category case,normalise before comparing by table primary key; fill a missing value from the matching non-missing value; record differing non-missing values as conflicts; retain one canonical row,Section 4.13 product reviews; Section 5 reconciliation; Section 6 executable VAL checks
