order_id,source_system_record_id,customer_id,order_timestamp,sales_channel,payment_method,currency,nearest_warehouse,order_status,order_price,delivery_charges,coupon_code,coupon_discount,tax_amount,order_total,season,expedited_delivery,customer_lat,customer_long,device_type,referral_source,customer_note_clean,promo_code
HORD001042,SRC-030-H-001042,CUS00291,2018-07-09 13:01:00,Mobile,Bank Transfer,AUD,Thompson,Completed,730.05,15.58,NaN,0.0,66.37,745.63,Winter,False,-37.754407,144.959446,Desktop,Paid Search,no special instruction,NaN
HORD001043,SRC-030-H-001043,CUS00408,2018-06-18 18:27:00,Store,Gift Card,AUD,Thompson,Completed,3896.34,13.42,B2SAVE-12,25.0,354.21,2935.68,Winter,False,-37.838083,144.91449,Mobile,Paid Search,call before delivery,B2SAVE-12
HORD001044,SRC-030-H-001044,CUS00162,2018-10-25 19:31:00,Store,PayPal,AUD,Bakers,Completed,3494.65,10.96,NaN,0.0,317.7,3505.61,Spring,False,-37.83631,145.037612,Mobile,Organic,gift purchase for a family member,NaN
HORD001045,SRC-030-H-001045,CUS00278,2018-11-29 11:49:00,Store,Card,AUD,Thompson,Completed,6349.98,19.96,NaN,5.0,577.27,6052.44,Spring,True,-37.789468,144.938698,Tablet,Referral,gift purchase for a family member,NaN
HORD001046,SRC-030-H-001046,CUS00400,2018-10-25 19:11:00,Web,PayPal,AUD,Bakers,Completed,1506.41,12.88,NaN,0.0,136.95,1519.29,Spring,False,-37.870565,145.029156,Mobile,Paid Search,no special instruction,NaN
HORD001047,SRC-030-H-001047,CUS00145,2018-10-03 18:05:00,Mobile,PayPal,AUD,Nickolson,Completed,2330.31,12.76,NaN,0.0,211.85,2343.07,Spring,False,-37.881684,144.950487,Mobile,Paid Search,please use minimal packaging,NaN
HORD001048,SRC-030-H-001048,CUS00386,2018-06-26 18:43:00,Store,PayPal,AUD,Bakers,Completed,3731.3,14.74,NaN,0.0,339.21,3746.04,Winter,False,-37.779303,145.045344,Desktop,Organic,gift purchase for a family member,NaN
HORD001049,SRC-030-H-001049,CUS00295,2018-08-24 17:13:00,Web,Bank Transfer,AUD,Thompson,Completed,1337.58,29.8,NaN,0.0,121.6,1367.38,Winter,True,-37.747471,144.908471,Desktop,Paid Search,please leave at reception,NaN
HORD001050,SRC-030-H-001050,CUS00319,2018-06-17 11:43:00,Store,Bank Transfer,AUD,Thompson,Completed,5259.33,14.02,NaN,10.0,478.12,4747.42,Winter,False,-37.849096,144.919292,Tablet,Social,please leave at reception,NaN
HORD001051,SRC-030-H-001051,CUS00444,2018-09-03 10:26:00,Web,Card,AUD,Nickolson,Completed,3679.78,10.58,NaN,0.0,334.53,3690.36,Spring,False,-37.853736,144.95127,Desktop,Paid Search,no special instruction,NaN
HORD001052,SRC-030-H-001052,CUS00197,2018-08-17 16:53:00,Store,PayPal,AUD,Nickolson,Completed,6415.84,14.27,NaN,5.0,583.26,6109.32,Winter,False,-37.862512,144.982925,Mobile,Store,please use minimal packaging,NaN
HORD001053,SRC-030-H-001053,CUS00152,2018-11-11 19:49:00,Web,PayPal,AUD,Nickolson,Completed,3763.87,12.08,B2SAVE-22,25.0,342.17,2834.98,Spring,False,-37.874231,144.95749,Mobile,Social,gift purchase for a family member,B2SAVE-22
HORD001054,SRC-030-H-001054,CUS00313,2018-03-01 20:30:00,Store,Card,AUD,Bakers,Completed,1318.23,11.09,B2SAVE-23,15.0,119.84,1131.59,Autumn,False,-37.762953,144.99923,Tablet,Organic,call before delivery,B2SAVE-23
HORD001055,SRC-030-H-001055,CUS00320,2018-01-28 21:13:00,Store,Gift Card,AUD,Bakers,Completed,3947.63,12.91,B2SAVE-24,20.0,358.88,3171.01,Summer,False,-37.750398,144.968874,Mobile,Social,no special instruction,B2SAVE-24
HORD001056,SRC-030-H-001056,CUS00038,2018-01-25 19:24:00,Mobile,Card,AUD,Thompson,Completed,8371.32,11.32,NaN,10.0,761.03,7545.51,Summer,False,-37.771891,144.931082,Desktop,Organic,no special instruction,NaN
HORD001057,SRC-030-H-001057,CUS00027,2018-04-17 12:35:00,Store,Bank Transfer,AUD,Thompson,Completed,4869.95,11.99,B2SAVE-26,20.0,442.72,3907.95,Autumn,False,-37.853148,144.89532,Tablet,Referral,gift purchase for a family member,B2SAVE-26
HORD001058,SRC-030-H-001058,CUS00202,2018-05-09 08:22:00,Store,Bank Transfer,AUD,Bakers,Completed,1079.11,13.45,NaN,5.0,98.1,1038.6,Autumn,False,-37.879227,145.029633,Tablet,Organic,call before delivery,NaN
HORD001059,SRC-030-H-001059,CUS00479,2018-11-30 09:58:00,Web,Gift Card,AUD,Thompson,Completed,3543.92,10.67,NaN,0.0,322.17,3554.59,Spring,False,-37.798843,144.900777,Desktop,Referral,gift purchase for a family member,NaN
HORD001060,SRC-030-H-001060,CUS00382,2018-05-07 19:20:00,Web,Bank Transfer,AUD,Thompson,Completed,4743.15,9.34,NaN,0.0,431.2,4752.49,Autumn,False,-37.787648,144.934504,Desktop,Paid Search,no special instruction,NaN
HORD001061,SRC-030-H-001061,CUS00064,2018-12-30 10:44:00,Web,PayPal,AUD,Thompson,Completed,5531.4,13.72,NaN,5.0,502.85,5268.55,Summer,False,-37.866688,144.883865,Desktop,Social,call before delivery,NaN
HORD001062,SRC-030-H-001062,CUS00022,2018-09-30 08:03:00,Web,Bank Transfer,AUD,Bakers,Completed,1238.36,11.77,NaN,5.0,112.58,1188.21,Spring,False,-37.833809,145.054683,Desktop,Referral,please use minimal packaging,NaN
HORD001063,SRC-030-H-001063,CUS00002,2018-12-09 09:23:00,Store,Gift Card,AUD,Bakers,Completed,3074.18,10.47,B2SAVE-32,20.0,279.47,2469.81,Summer,False,-37.780898,145.01143,Mobile,Organic,no special instruction,B2SAVE-32
HORD001064,SRC-030-H-001064,CUS00088,2018-08-02 13:58:00,Web,Gift Card,AUD,Bakers,Completed,6046.14,16.79,NaN,5.0,549.65,5760.62,Winter,False,-37.857139,145.063842,Mobile,Organic,call before delivery,NaN
HORD001065,SRC-030-H-001065,CUS00377,2018-07-30 15:38:00,Web,Bank Transfer,AUD,Bakers,Completed,2303.84,18.19,NaN,0.0,209.44,2322.03,Winter,False,-37.880331,145.059306,Desktop,Social,no special instruction,NaN
HORD001066,SRC-030-H-001066,CUS00297,2018-08-06 17:15:00,Web,Card,AUD,Bakers,Completed,5489.77,17.25,NaN,5.0,499.07,5232.53,Winter,False,-37.882723,145.026224,Tablet,Organic,call before delivery,NaN
HORD001067,SRC-030-H-001067,CUS00366,2018-02-12 08:19:00,Mobile,Card,AUD,Nickolson,Completed,1900.44,10.64,NaN,0.0,172.77,1911.08,Summer,False,-37.852447,144.972506,Mobile,Social,gift purchase for a family member,NaN
HORD001068,SRC-030-H-001068,CUS00445,2018-06-29 08:19:00,Web,Gift Card,AUD,Thompson,Completed,3692.16,16.56,NaN,5.0,335.65,3524.11,Winter,False,-37.772971,144.875073,Mobile,Referral,please leave at reception,NaN
HORD001069,SRC-030-H-001069,CUS00024,2018-01-12 11:05:00,Store,Gift Card,AUD,Thompson,Completed,6421.7,10.88,NaN,0.0,583.79,6432.58,Summer,False,-37.776416,144.956197,Desktop,Organic,call before delivery,NaN
HORD001070,SRC-030-H-001070,CUS00166,2018-04-20 12:18:00,Mobile,Card,AUD,Bakers,Completed,2542.57,10.92,B2SAVE-39,15.0,231.14,2172.1,Autumn,False,-37.828865,145.047196,Desktop,Paid Search,please use minimal packaging,B2SAVE-39
HORD001071,SRC-030-H-001071,CUS00191,2018-03-16 15:46:00,Mobile,Gift Card,AUD,Nickolson,Completed,1530.37,20.3,B2SAVE-40,25.0,139.12,1168.08,Autumn,True,-37.83987,144.949557,Mobile,Referral,please leave at reception,B2SAVE-40
HORD001072,SRC-030-H-001072,CUS00436,2018-06-01 21:43:00,Store,PayPal,AUD,Thompson,Completed,1423.35,14.34,NaN,0.0,129.4,1437.69,Winter,False,-37.767554,144.957769,Tablet,Social,please use minimal packaging,NaN
HORD001073,SRC-030-H-001073,CUS00087,2018-09-28 12:07:00,Mobile,Card,AUD,Thompson,Completed,6254.26,10.92,NaN,0.0,568.57,6265.18,Spring,False,-37.772866,144.964552,Tablet,Referral,gift purchase for a family member,NaN
HORD001074,SRC-030-H-001074,CUS00046,2018-06-24 14:36:00,Web,PayPal,AUD,Bakers,Completed,3926.64,15.46,NaN,10.0,356.97,3549.44,Winter,False,-37.852341,145.044919,Tablet,Referral,no special instruction,NaN
HORD001075,SRC-030-H-001075,CUS00318,2018-02-08 18:12:00,Store,PayPal,AUD,Thompson,Completed,4769.35,12.96,NaN,5.0,433.58,4543.84,Summer,False,-37.870186,144.91244,Tablet,Paid Search,please use minimal packaging,NaN
HORD001076,SRC-030-H-001076,CUS00164,2018-09-04 15:13:00,Store,Gift Card,AUD,Bakers,Completed,3531.68,10.43,NaN,10.0,321.06,3188.94,Spring,False,-37.783937,145.026852,Tablet,Referral,call before delivery,NaN
HORD001077,SRC-030-H-001077,CUS00016,2018-01-06 15:25:00,Mobile,PayPal,AUD,Thompson,Completed,56.91,12.51,NaN,5.0,5.17,66.57,Summer,False,-37.844149,144.885487,Mobile,Organic,gift purchase for a family member,NaN
HORD001078,SRC-030-H-001078,CUS00010,2018-02-26 11:04:00,Store,Bank Transfer,AUD,Thompson,Completed,2656.35,13.64,NaN,0.0,241.49,2669.99,Summer,False,-37.880038,144.913336,Mobile,Store,gift purchase for a family member,NaN
HORD001079,SRC-030-H-001079,CUS00167,2018-10-06 20:33:00,Mobile,Gift Card,AUD,Bakers,Completed,1751.03,13.49,NaN,5.0,159.18,1676.97,Spring,False,-37.750746,145.050929,Tablet,Organic,call before delivery,NaN
HORD001080,SRC-030-H-001080,CUS00461,2018-03-19 10:59:00,Mobile,Gift Card,AUD,Bakers,Completed,5151.47,8.36,NaN,10.0,468.32,4644.68,Autumn,False,-37.798659,144.981537,Mobile,Social,please leave at reception,NaN
HORD001081,SRC-030-H-001081,CUS00225,2018-12-02 11:46:00,Mobile,Card,AUD,Thompson,Completed,4316.49,14.51,B2SAVE-50,15.0,392.41,3683.53,Summer,False,-37.882177,144.888263,Tablet,Social,please use minimal packaging,B2SAVE-50
HORD001082,SRC-030-H-001082,CUS00359,2018-06-26 21:18:00,Store,Bank Transfer,AUD,Nickolson,Completed,5557.52,13.76,NaN,10.0,505.23,5015.53,Winter,False,-37.852422,144.995997,Mobile,Social,call before delivery,NaN
HORD001083,SRC-030-H-001083,CUS00200,2018-02-08 14:57:00,Store,Gift Card,AUD,Thompson,Completed,2856.99,12.41,NaN,10.0,259.73,2583.7,Summer,False,-37.788082,144.882524,Tablet,Organic,call before delivery,NaN
HORD001084,SRC-030-H-001084,CUS00485,2018-04-20 10:47:00,Web,Bank Transfer,AUD,Thompson,Completed,1260.82,10.81,NaN,0.0,114.62,1271.63,Autumn,False,-37.778465,144.912152,Mobile,Organic,no special instruction,NaN
HORD001085,SRC-030-H-001085,CUS00190,2018-12-28 19:34:00,Web,PayPal,AUD,Nickolson,Completed,1709.85,22.27,NaN,0.0,155.44,1732.12,Summer,True,-37.872563,144.957407,Mobile,Social,gift purchase for a family member,NaN
HORD001086,SRC-030-H-001086,CUS00004,2018-08-22 14:20:00,Store,Bank Transfer,AUD,Bakers,Completed,1378.95,16.51,NaN,5.0,125.36,1326.51,Winter,False,-37.752863,145.043831,Tablet,Paid Search,please use minimal packaging,NaN
HORD001087,SRC-030-H-001087,CUS00481,2018-02-15 19:02:00,Store,Gift Card,AUD,Thompson,Completed,1799.18,20.98,NaN,0.0,163.56,1820.16,Summer,True,-37.803521,144.900059,Tablet,Referral,please use minimal packaging,NaN
HORD001088,SRC-030-H-001088,CUS00366,2018-03-03 15:23:00,Mobile,Gift Card,AUD,Nickolson,Completed,2482.33,9.94,NaN,10.0,225.67,2244.04,Autumn,False,-37.852447,144.972506,Mobile,Social,please leave at reception,NaN
HORD001089,SRC-030-H-001089,CUS00471,2018-07-19 09:59:00,Mobile,Bank Transfer,AUD,Nickolson,Completed,1306.2,25.66,NaN,10.0,118.75,1201.24,Winter,True,-37.84129,144.990611,Tablet,Social,please use minimal packaging,NaN
HORD001090,SRC-030-H-001090,CUS00462,2018-01-31 21:37:00,Store,Card,AUD,Nickolson,Completed,4138.34,12.62,NaN,5.0,376.21,3944.04,Summer,False,-37.869164,145.009001,Desktop,Organic,gift purchase for a family member,NaN
HORD001091,SRC-030-H-001091,CUS00300,2018-07-08 08:38:00,Mobile,Card,AUD,Bakers,Completed,3139.21,15.6,NaN,0.0,285.38,3154.81,Winter,False,-37.841218,145.059061,Mobile,Store,gift purchase for a family member,NaN
HORD001092,SRC-030-H-001092,CUS00248,2018-02-05 21:56:00,Store,Card,AUD,Thompson,Completed,3697.43,11.82,NaN,10.0,336.13,3339.51,Summer,False,-37.836206,144.892469,Mobile,Organic,no special instruction,NaN
HORD001093,SRC-030-H-001093,CUS00446,2018-04-09 16:06:00,Store,PayPal,AUD,Bakers,Completed,5219.6,13.68,B2SAVE-62,15.0,474.51,4450.34,Autumn,False,-37.874471,145.048652,Mobile,Store,please use minimal packaging,B2SAVE-62
HORD001094,SRC-030-H-001094,CUS00240,2018-05-06 18:56:00,Store,PayPal,AUD,Bakers,Completed,2005.77,23.55,NaN,0.0,182.34,2029.32,Autumn,True,-37.862353,145.041693,Desktop,Paid Search,gift purchase for a family member,NaN
HORD001095,SRC-030-H-001095,CUS00126,2018-10-13 10:28:00,Store,PayPal,AUD,Thompson,Completed,5033.08,11.44,NaN,0.0,457.55,5044.52,Spring,False,-37.83177,144.89056,Mobile,Paid Search,call before delivery,NaN
HORD001096,SRC-030-H-001096,CUS00080,2018-03-12 21:14:00,Store,Card,AUD,Bakers,Completed,5184.98,13.06,NaN,0.0,471.36,5198.04,Autumn,False,-37.74082,144.983268,Desktop,Organic,no special instruction,NaN
HORD001097,SRC-030-H-001097,CUS00102,2018-02-21 11:22:00,Web,Gift Card,AUD,Nickolson,Completed,3199.13,13.12,B2SAVE-66,25.0,290.83,2412.47,Summer,False,-37.880854,144.942807,Desktop,Paid Search,gift purchase for a family member,B2SAVE-66
HORD001098,SRC-030-H-001098,CUS00148,2018-06-28 18:43:00,Web,Card,AUD,Bakers,Completed,2653.25,16.07,NaN,10.0,241.2,2404.0,Winter,False,-37.870653,145.022,Tablet,Organic,call before delivery,NaN
HORD001099,SRC-030-H-001099,CUS00166,2018-11-28 18:07:00,Web,PayPal,AUD,Bakers,Completed,2719.21,11.17,NaN,0.0,247.2,2730.38,Spring,False,-37.828865,145.047196,Desktop,Paid Search,please use minimal packaging,NaN
HORD001100,SRC-030-H-001100,CUS00423,2018-03-20 20:14:00,Store,PayPal,AUD,Thompson,Completed,633.9,10.21,NaN,0.0,57.63,644.11,Autumn,False,-37.807955,144.900589,Tablet,Social,please use minimal packaging,NaN
HORD001101,SRC-030-H-001101,CUS00487,2018-01-25 12:35:00,Web,PayPal,AUD,Thompson,Completed,5261.71,9.88,NaN,10.0,478.34,4745.42,Summer,False,-37.805762,144.917738,Mobile,Social,please leave at reception,NaN
HORD001102,SRC-030-H-001102,CUS00143,2018-01-13 21:23:00,Web,Card,AUD,Bakers,Completed,120.39,10.75,B2SAVE-71,15.0,10.94,113.08,Summer,False,-37.779463,145.017877,Mobile,Paid Search,call before delivery,B2SAVE-71
HORD001103,SRC-030-H-001103,CUS00261,2018-08-28 20:41:00,Web,Card,AUD,Thompson,Completed,875.84,28.85,B2SAVE-72,15.0,79.62,773.31,Winter,True,-37.87138,144.922208,Mobile,Organic,please use minimal packaging,B2SAVE-72
HORD001104,SRC-030-H-001104,CUS00412,2018-06-05 10:08:00,Mobile,PayPal,AUD,Bakers,Completed,5900.86,16.43,NaN,0.0,536.44,5917.29,Winter,False,-37.873836,145.024818,Desktop,Social,no special instruction,NaN
HORD001105,SRC-030-H-001105,CUS00380,2018-08-10 12:20:00,Mobile,PayPal,AUD,Thompson,Completed,2265.11,14.41,NaN,5.0,205.92,2166.26,Winter,False,-37.774327,144.913364,Desktop,Referral,please leave at reception,NaN
HORD001106,SRC-030-H-001106,CUS00237,2018-11-26 12:51:00,Mobile,Gift Card,AUD,Thompson,Completed,6257.04,12.97,NaN,10.0,568.82,5644.31,Spring,False,-37.757424,144.89819,Desktop,Store,call before delivery,NaN
HORD001107,SRC-030-H-001107,CUS00365,2018-05-05 21:04:00,Store,Gift Card,AUD,Thompson,Completed,116.53,19.33,NaN,0.0,10.59,135.86,Autumn,True,-37.801613,144.933593,Tablet,Referral,please leave at reception,NaN
HORD001108,SRC-030-H-001108,CUS00217,2018-10-06 14:48:00,Web,Card,AUD,Bakers,Completed,3861.85,11.82,NaN,10.0,351.08,3487.48,Spring,False,-37.757538,144.983749,Mobile,Paid Search,call before delivery,NaN
HORD001109,SRC-030-H-001109,CUS00240,2018-04-29 09:27:00,Mobile,Gift Card,AUD,Bakers,Completed,1009.22,12.55,NaN,0.0,91.75,1021.77,Autumn,False,-37.862353,145.041693,Desktop,Paid Search,gift purchase for a family member,NaN
HORD001110,SRC-030-H-001110,CUS00320,2018-06-05 08:06:00,Mobile,Bank Transfer,AUD,Bakers,Completed,8364.68,28.97,NaN,0.0,760.43,8393.65,Winter,True,-37.750398,144.968874,Mobile,Social,call before delivery,NaN
HORD001111,SRC-030-H-001111,CUS00316,2018-12-26 12:43:00,Web,Bank Transfer,AUD,Nickolson,Completed,1668.6,11.39,NaN,0.0,151.69,1679.99,Summer,False,-37.854684,145.000305,Desktop,Paid Search,please use minimal packaging,NaN
HORD001112,SRC-030-H-001112,CUS00041,2018-07-25 13:30:00,Web,PayPal,AUD,Bakers,Completed,4220.35,12.5,B2SAVE-81,15.0,383.67,3599.8,Winter,False,-37.792424,145.020171,Tablet,Paid Search,please use minimal packaging,B2SAVE-81
HORD001113,SRC-030-H-001113,CUS00129,2018-12-27 13:01:00,Mobile,Card,AUD,Bakers,Completed,5751.3,18.94,B2SAVE-82,25.0,522.85,4332.42,Summer,True,-37.822038,144.994904,Tablet,Social,gift purchase for a family member,B2SAVE-82
HORD001114,SRC-030-H-001114,CUS00408,2018-02-21 18:33:00,Web,Bank Transfer,AUD,Thompson,Completed,2504.35,10.81,NaN,5.0,227.67,2389.94,Summer,False,-37.838083,144.91449,Mobile,Paid Search,gift purchase for a family member,NaN
HORD001115,SRC-030-H-001115,CUS00335,2018-05-06 09:27:00,Mobile,PayPal,AUD,Thompson,Completed,2387.19,23.17,NaN,0.0,217.02,2410.36,Autumn,True,-37.868342,144.919956,Desktop,Social,gift purchase for a family member,NaN
HORD001116,SRC-030-H-001116,CUS00449,2018-11-03 08:51:00,Store,PayPal,AUD,Thompson,Completed,3715.72,11.85,NaN,10.0,337.79,3356.0,Spring,False,-37.86442,144.929292,Desktop,Store,please use minimal packaging,NaN
HORD001117,SRC-030-H-001117,CUS00278,2018-01-19 19:35:00,Mobile,PayPal,AUD,Thompson,Completed,1265.35,9.88,NaN,0.0,115.03,1275.23,Summer,False,-37.789468,144.938698,Tablet,Referral,please use minimal packaging,NaN
HORD001118,SRC-030-H-001118,CUS00109,2018-10-15 09:47:00,Mobile,Bank Transfer,AUD,Bakers,Completed,1119.72,18.6,NaN,0.0,101.79,1138.32,Spring,True,-37.817443,144.99507,Desktop,Organic,no special instruction,NaN
HORD001119,SRC-030-H-001119,CUS00283,2018-05-13 20:48:00,Web,Card,AUD,Nickolson,Completed,2448.98,22.9,B2SAVE-88,20.0,222.63,1982.08,Autumn,True,-37.872676,144.990081,Tablet,Store,please use minimal packaging,B2SAVE-88
HORD001120,SRC-030-H-001120,CUS00499,2018-03-21 19:06:00,Mobile,Gift Card,AUD,Bakers,Completed,1166.08,12.96,NaN,5.0,106.01,1120.74,Autumn,False,-37.875937,145.019816,Mobile,Organic,call before delivery,NaN
HORD001121,SRC-030-H-001121,CUS00199,2018-01-21 16:58:00,Web,Bank Transfer,AUD,Thompson,Completed,5036.61,15.09,NaN,0.0,457.87,5051.7,Summer,False,-37.88624,144.878988,Mobile,Store,please use minimal packaging,NaN
HORD001122,SRC-030-H-001122,CUS00060,2018-05-11 19:49:00,Mobile,Bank Transfer,AUD,Thompson,Completed,8722.72,21.54,B2SAVE-11,15.0,792.97,7435.85,Autumn,True,-37.774442,144.929147,Mobile,Referral,call before delivery,B2SAVE-11
HORD001123,SRC-030-H-001123,CUS00389,2018-04-28 19:03:00,Store,Gift Card,AUD,Nickolson,Completed,2195.68,12.75,NaN,10.0,199.61,1988.86,Autumn,False,-37.883614,144.953147,Tablet,Referral,call before delivery,NaN
HORD001124,SRC-030-H-001124,CUS00166,2018-07-17 19:42:00,Web,Card,AUD,Bakers,Completed,3183.02,14.27,B2SAVE-13,20.0,289.37,2560.69,Winter,False,-37.828865,145.047196,Desktop,Paid Search,please leave at reception,B2SAVE-13
HORD001125,SRC-030-H-001125,CUS00444,2018-08-01 13:24:00,Web,PayPal,AUD,Nickolson,Completed,13651.68,26.59,NaN,5.0,1241.06,12995.69,Winter,True,-37.853736,144.95127,Desktop,Paid Search,no special instruction,NaN
HORD001126,SRC-030-H-001126,CUS00248,2018-08-29 12:05:00,Mobile,Bank Transfer,AUD,Thompson,Completed,2261.42,14.64,NaN,0.0,205.58,2276.06,Winter,False,-37.836206,144.892469,Mobile,Organic,gift purchase for a family member,NaN
HORD001127,SRC-030-H-001127,CUS00192,2018-01-24 11:30:00,Store,Gift Card,AUD,Bakers,Completed,4207.71,12.18,NaN,0.0,382.52,4219.89,Summer,False,-37.787175,145.056783,Tablet,Paid Search,gift purchase for a family member,NaN
HORD001128,SRC-030-H-001128,CUS00057,2018-02-27 12:21:00,Web,Card,AUD,Thompson,Completed,7421.04,23.71,NaN,0.0,674.64,7444.75,Summer,True,-37.867761,144.885836,Tablet,Referral,please use minimal packaging,NaN
HORD001129,SRC-030-H-001129,CUS00123,2018-09-19 11:43:00,Web,PayPal,AUD,Bakers,Completed,5172.84,8.83,NaN,5.0,470.26,4923.03,Spring,False,-37.826387,144.99507,Desktop,Referral,call before delivery,NaN
HORD001130,SRC-030-H-001130,CUS00349,2018-05-30 09:54:00,Mobile,Gift Card,AUD,Bakers,Completed,2304.22,12.02,NaN,0.0,209.47,2316.24,Autumn,False,-37.754498,144.974418,Tablet,Paid Search,please use minimal packaging,NaN
HORD001131,SRC-030-H-001131,CUS00356,2018-01-21 15:34:00,Store,Bank Transfer,AUD,Bakers,Completed,6589.43,12.06,NaN,5.0,599.04,6272.02,Summer,False,-37.760542,145.016417,Tablet,Store,call before delivery,NaN
HORD001132,SRC-030-H-001132,CUS00030,2018-01-09 08:45:00,Store,Card,AUD,Nickolson,Completed,1495.63,11.93,NaN,5.0,135.97,1432.78,Summer,False,-37.867597,144.954452,Mobile,Organic,call before delivery,NaN
HORD001133,SRC-030-H-001133,CUS00425,2018-12-01 11:26:00,Mobile,Card,AUD,Bakers,Completed,1061.01,23.78,NaN,0.0,96.46,1084.79,Summer,True,-37.878344,145.032079,Desktop,Organic,no special instruction,NaN
HORD001134,SRC-030-H-001134,CUS00366,2018-10-09 16:29:00,Mobile,PayPal,AUD,Nickolson,Completed,6208.1,10.25,NaN,10.0,564.37,5597.54,Spring,False,-37.852447,144.972506,Mobile,Social,call before delivery,NaN
HORD001135,SRC-030-H-001135,CUS00287,2018-11-19 10:54:00,Mobile,Bank Transfer,AUD,Thompson,Completed,1753.22,20.06,NaN,0.0,159.38,1773.28,Spring,True,-37.787279,144.948883,Tablet,Referral,please leave at reception,NaN
HORD001136,SRC-030-H-001136,CUS00223,2018-01-02 21:28:00,Web,Card,AUD,Bakers,Completed,7425.71,13.53,NaN,0.0,675.06,7439.24,Summer,False,-37.739243,145.00288,Mobile,Store,please use minimal packaging,NaN
HORD001137,SRC-030-H-001137,CUS00369,2018-11-28 10:18:00,Store,Gift Card,AUD,Bakers,Completed,2171.49,13.71,NaN,0.0,197.41,2185.2,Spring,False,-37.867378,145.059222,Tablet,Organic,please use minimal packaging,NaN
HORD001138,SRC-030-H-001138,CUS00207,2018-01-01 17:01:00,Mobile,Gift Card,AUD,Bakers,Completed,5129.28,12.47,NaN,0.0,466.3,5141.75,Summer,False,-37.834372,145.06099,Mobile,Paid Search,please leave at reception,NaN
HORD001139,SRC-030-H-001139,CUS00119,2018-12-19 16:51:00,Web,PayPal,AUD,Thompson,Completed,3629.37,13.88,B2SAVE-28,25.0,329.94,2735.91,Summer,False,-37.752823,144.888823,Tablet,Social,please use minimal packaging,B2SAVE-28
HORD001140,SRC-030-H-001140,CUS00452,2018-07-11 10:51:00,Web,Bank Transfer,AUD,Thompson,Completed,1073.56,27.69,B2SAVE-29,15.0,97.6,940.22,Winter,True,-37.848834,144.903953,Desktop,Referral,gift purchase for a family member,B2SAVE-29
HORD001141,SRC-030-H-001141,CUS00045,2018-06-08 08:23:00,Mobile,Card,AUD,Nickolson,Completed,326.84,11.12,NaN,0.0,29.71,337.96,Winter,False,-37.807112,144.965893,Tablet,Store,please leave at reception,NaN
HORD001142,SRC-030-H-001142,CUS00274,2018-09-28 19:29:00,Mobile,PayPal,AUD,Thompson,Completed,3405.22,12.84,B2SAVE-31,20.0,309.57,2737.02,Spring,False,-37.747097,144.953137,Mobile,Store,no special instruction,B2SAVE-31
HORD001143,SRC-030-H-001143,CUS00253,2018-08-01 21:25:00,Web,Bank Transfer,AUD,Thompson,Completed,3641.97,12.86,NaN,10.0,331.09,3290.63,Winter,False,-37.782402,144.947364,Desktop,Store,call before delivery,NaN
HORD001144,SRC-030-H-001144,CUS00397,2018-09-14 18:01:00,Mobile,PayPal,AUD,Nickolson,Completed,1821.41,11.71,B2SAVE-33,15.0,165.58,1559.91,Spring,False,-37.868818,144.985748,Desktop,Store,please use minimal packaging,B2SAVE-33
HORD001145,SRC-030-H-001145,CUS00046,2018-07-13 18:00:00,Store,Bank Transfer,AUD,Bakers,Completed,9205.59,15.46,NaN,10.0,836.87,8300.49,Winter,False,-37.852341,145.044919,Tablet,Referral,please leave at reception,NaN
HORD001146,SRC-030-H-001146,CUS00453,2018-05-17 08:31:00,Web,Card,AUD,Thompson,Completed,3190.08,14.78,NaN,0.0,290.01,3204.86,Autumn,False,-37.74047,144.879827,Tablet,Organic,no special instruction,NaN
HORD001147,SRC-030-H-001147,CUS00439,2018-09-12 10:42:00,Mobile,PayPal,AUD,Thompson,Completed,144.35,12.19,NaN,10.0,13.12,142.1,Spring,False,-37.771086,144.896354,Tablet,Referral,gift purchase for a family member,NaN
HORD001148,SRC-030-H-001148,CUS00342,2018-05-13 11:14:00,Web,Card,AUD,Nickolson,Completed,370.25,9.49,NaN,5.0,33.66,361.23,Autumn,False,-37.846898,144.975857,Tablet,Organic,no special instruction,NaN
HORD001149,SRC-030-H-001149,CUS00430,2018-08-01 11:05:00,Web,Card,AUD,Bakers,Completed,5140.43,11.64,B2SAVE-38,20.0,467.31,4123.98,Winter,False,-37.822618,145.01023,Tablet,Store,call before delivery,B2SAVE-38
HORD001150,SRC-030-H-001150,CUS00022,2018-01-16 18:15:00,Mobile,Card,AUD,Bakers,Completed,3872.05,12.1,NaN,0.0,352.0,3884.15,Summer,False,-37.833809,145.054683,Desktop,Referral,gift purchase for a family member,NaN
HORD001151,SRC-030-H-001151,CUS00437,2018-02-04 21:20:00,Mobile,Card,AUD,Thompson,Completed,3397.92,8.82,NaN,10.0,308.9,3066.95,Summer,False,-37.819331,144.93672,Tablet,Organic,please use minimal packaging,NaN
HORD001152,SRC-030-H-001152,CUS00164,2018-02-07 16:38:00,Web,Bank Transfer,AUD,Bakers,Completed,4109.34,10.81,B2SAVE-41,25.0,373.58,3092.82,Summer,False,-37.783937,145.026852,Tablet,Referral,please leave at reception,B2SAVE-41
